家賃,物件番号,情報更新日,次回更新予定日,所在地,建物名,沿線・駅・交通,専有面積,専用庭面積,間取り,間取り内訳,バルコニー,サービスルーム数,小学校区,中学校区,駐車場,駐車場：形式,駐車場：状況,駐車場備考,駐車場敷金,敷金,礼金,精算方式,保証金,保証金償却,管理費,共益費,雑費,家賃保証会社,家賃保証・保証費用等,保険,更新料,その他一時金,施設費用,その他費用,賃貸借区分,契約期間,特優賃区分,管理員の勤務形態,敷地延長,建物構造,建物工法,最適用途,階建,階,築年月,現況,入居可能時期,設備,特記事項,備考,取引態様,担当者,担当者連絡先,市区
2.9,99310398,2022年12月05日,2022年12月14日,福岡市西区姪の浜３丁目47-11  mapを見る,ブレインズシーサイドステージ  203,筑肥線姪浜駅 徒歩16分 駅までmap 福岡市空港線姪浜駅 徒歩16分 駅までmap 福岡市空港線室見駅 徒歩28分 駅までmap ,23㎡ / 約6.96坪,nan,1K,nan, 南,nan,nan,nan,空無,nan,　,nan,nan,無,無,nan,無,nan,無,2000円,無,有 加入要※契約者や条件によっては、内容が変更になる場合があります。,nan,有、16000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,nan,室内消毒代（任意）：1万1000円退去時清掃代：3万3000円,nan,24時間緊急サポート：800円 / 月町費：400円 / 月,nan,2年,nan,nan,nan,木造,nan,nan,地上2階建,2階部分,2000[H12]年7月,空家,相談　,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 収納スペース　 洗濯機置場　 ロフト　 バルコニー　 駐輪場　 バイク置場(屋外）　 全居室フローリング　 シューズボックス　,ペット不可　 閑静住宅街　,"★初期費用を抑えたい方へ★初期費用40,000円パック（入居月+翌月の家賃・共益費・町費、鍵交換代、家賃保証料、火災保険料1年分含む）　・2年目以降の毎年の火災保険料は借主様のご負担です・短期解約違約金（1年未満：賃料2ヶ月、2年未満：賃料1ヶ月）・24時間緊急サポート料：月額800円・室内消毒代（任意・税別）：10,000円・火災保険料：16,000円/2年（1年分パックに含む）・保証会社：要加入・契約更新事務手数料（税別）：10,000円/2年",専任媒介,nan,"
",西
4.9,98638064,2022年12月06日,2022年12月20日,福岡市西区愛宕２丁目１６－４  mapを見る,アーバンシティオ愛宕  1209,福岡市空港線室見駅 徒歩10分 駅までmap 福岡市空港線姪浜駅 徒歩11分 駅までmap 福岡市空港線藤崎駅 徒歩21分 駅までmap ,24.15㎡ / 約7.31坪,nan,ワンルーム,nan, 北東,nan,nan,nan,空有　1万1000円,nan,　,nan,1万円,1ヶ月 / 4.9万円,無,nan,無,nan,無,4000円,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上12階建,12階部分,2006[H18]年5月,空家,相談　2022年12月2日,都市ガス　 電気　 上水道　 下水道　 エアコン　 給湯　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＢＳ端子　 ＣＳ　 ＩＨクッキングヒーター　 洗面台　 室内洗濯機置場　 フローリング　 照明器具付き　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　,nan,エレベーター付き物件。セキュリティも安心なオートロック付き。嬉しいウォシュレット付き。バストイレ別なので、安心です。駐輪場付き物件。ちゃんとエアコンも付いています。駐車場の空きについては要確認,専任媒介,nan,"
",西
7.6,99318652,2022年12月05日,2022年12月19日,福岡市西区愛宕１丁目17-1  mapを見る,プリムヴェール愛宕  605,福岡市空港線室見駅 徒歩9分 駅までmap ,壁芯51.92㎡ / 約15.71坪,nan,2LDK,ＬＤＫ11／洋5.5／洋5.5,nan,nan,nan,nan,無,nan,　,nan,nan,無,2ヶ月 / 15.2万円,実費,無,nan,無,5000円,無,有 ふれんずサポート保証（月額総額に町費400円と口振手数料220円を含む。）※契約者や条件によっては、内容が変更になる場合があります。,月額総額の50％,有、21000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,鍵交換：1万4300円室内消毒：1万4300円町内会入会金：500円,nan,町費：400円 / 月口座振替手数料：220円 / 月,nan,1年,nan,nan,nan,ＲＣ,nan,nan,地上11階建,6階部分,2001[H13]年3月,居住中,相談　（12/26退去予定）,都市ガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 収納スペース　 シャンプードレッサー　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 宅配ボックス　 駐輪場　 独立洗面脱衣所　 火災報知機　 全居室フローリング　 シューズボックス　 敷地内ゴミ置き場　,nan,法人契約歓迎（各種法人規定相談可能）法人契約歓迎（各種法人規定相談可能）,代理,nan,"
",西
11.0,99307698,2022年12月05日,2022年12月19日,福岡市西区福重４丁目22-27  mapを見る,アルフィーネ姪浜南 ,筑肥線姪浜駅 バス7分 新室見バス停 徒歩4分 駅までmap 筑肥線姪浜駅 徒歩20分 駅までmap 福岡市七隈線橋本駅 徒歩29分 駅までmap ,壁芯76.93㎡ / 約23.27坪,nan,3LDK,ＬＤＫ16.3／洋6.3／洋6／和6, 南 16.13㎡,nan,福岡市立福重小学校　距離131ｍ,福岡市立内浜中学校　距離1314ｍ,空有　8000円,自走（平置きも含む）,　,1台確保,nan,3ヶ月 / 33万円,無,nan,無,nan,無,無,無,有 全保連（50％か100％）※契約者や条件によっては、内容が変更になる場合があります。,nan,有、20000円、2年、フレックス少額短期保険（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,日勤,nan,ＲＣ,nan,nan,地上6階建,3階部分,2004[H16]年10月,居住中,予定　2023年3月下旬,都市ガス　 追焚機能　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 収納スペース　 ウォークインクローゼット　 洗面所　 洗面台　 シャンプードレッサー　 洗濯機置場　 浴室乾燥機　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 24時間換気システム　 防犯カメラ　 納戸　 LDK15畳以上　 浴室に窓　 和室有　 玄関収納　 シューズボックス　 押入れ　 ３口コンロ以上　,ペット相談可　 小型犬可　 日当り良好　 閑静住宅街　 分譲タイプ　,町費：実費◇ペット飼育可！小型犬プラス1ヶ月分◇小学校まで徒歩1分♪◇コンビニ、スーパー徒歩圏内で大変便利(*^^*)！◇閑静な住宅街で住環境◎◇南面バルコニー◇経済的な都市ガス♪　◇2023年3月中旬退去予定です◇現在居住中ですが内覧可能ですのでお問い合わせください◇担当：秋吉,専任媒介,秋吉,"
",西
5.9,99308372,2022年12月06日,2022年12月20日,福岡市西区石丸３丁目２２－１  mapを見る,清水ハイツⅠ  301,筑肥線下山門駅 徒歩13分 白十字病院前バス停 徒歩5分 駅までmap 筑肥線姪浜駅 徒歩20分 駅までmap ,59.82㎡ / 約18.10坪,nan,2LDK,洋6／洋6／ＬＤＫ12, 南,nan,nan,nan,空有　5500円,nan,　,nan,nan,無,1ヶ月 / 5.9万円,nan,無,nan,無,無,無,nan,nan,有、20000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上3階建,3階部分,1984[S59]年1月,空家,相談　,プロパンガス　 電気　 上水道　 給湯　 追焚機能　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 シャンプードレッサー　 室内洗濯機置場　 フローリング　 駐輪場　 独立洗面脱衣所　,南向き　,南向きのため、日中も明るいですよ。あると嬉しい脱衣所。駐輪場もあります。建物はしっかりとした造りのＲＣ構造。忙しい朝には便利なシャンプードレッサー付き。女性の方も安心な室内洗濯機置きがあります。駐車場の空きについては要確認,専任媒介,nan,"
",西
6.2,99308390,2022年12月06日,2022年12月20日,福岡市西区下山門３丁目１４－１１  mapを見る,エメラルドマンション姪浜Ⅱ  305,福岡市空港線姪浜駅 徒歩17分 下山門小学校バス停 徒歩7分 駅までmap 筑肥線下山門駅 徒歩9分 駅までmap ,56.12㎡ / 約16.98坪,nan,3LDK,洋5.5／和6／和6／ＬＤＫ8, 東,nan,nan,nan,無,nan,　,nan,nan,無,1ヶ月 / 6.2万円,nan,無,nan,無,無,無,nan,nan,有、22000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上5階建,3階部分,1983[S58]年10月,居住中,相談　,都市ガス　 電気　 上水道　 シャワー　 ＣＡＴＶ　 室内洗濯機置場　,分譲タイプ　,都市ガスなので光熱費を抑えられますね。マンションによく使われるＲＣ構造。洗濯機置き場は室内にあります。,専任媒介,nan,"
",西
4.9,97592478,2022年12月06日,2022年12月20日,福岡市西区今宿駅前１丁目３－２８  mapを見る,今宿ホワイトマンション  405,筑肥線今宿駅 徒歩2分 三菱電機前バス停 徒歩4分 駅までmap 筑肥線九大学研都市駅 徒歩18分 駅までmap ,44.55㎡ / 約13.48坪,nan,2DK,ＤＫ6／和6／和6, 東,nan,nan,nan,空無,nan,　,nan,nan,無,1ヶ月 / 4.9万円,nan,無,nan,無,3000円,無,nan,nan,有、20000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上4階建,4階部分,1986[S61]年8月,空家,相談　,プロパンガス　 電気　 上水道　 下水道　 エアコン　 給湯　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＣＡＴＶ　 洗面台　 室内洗濯機置場　 フローリング　 ＴＶモニタ付きインターホン　 駐輪場　 インターネット使い放題　,nan,RC造のマンションでお家賃おさえめ駐車場の空きについては要確認,専任媒介,nan,"
",西
3.2,99167853,2022年12月05日,2022年12月19日,福岡市西区愛宕２丁目３－１６  mapを見る,マイコーポ愛宕  105,福岡市空港線室見駅 徒歩6分 駅までmap 福岡市空港線姪浜駅 徒歩17分 駅までmap ,20㎡ / 約6.05坪,nan,1K,洋6, 南,nan,nan,nan,空有　6600円,nan,　,nan,nan,無,無,nan,無,nan,無,2000円,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上3階建,1階部分,1983[S58]年5月,空家,相談　2022年10月17日,プロパンガス　 電気　 上水道　 下水道　 エアコン　 給湯　 トイレ　 バス・トイレ同　 シャワー　 ガスコンロ設置可　 洗面台　 洗濯機置場　 フローリング　 バルコニー　 駐輪場　 インターネット使い放題　,ペット相談可　 猫可　 南向き　,駐輪場もあります。シューズボックス有で、玄関が片付きますね。建物はしっかりとした造りのＲＣ構造。取付工事不要のエアコン付き。洗濯物もラクラク干せるバルコニー付き。駐車場の空きについては要確認,専任媒介,nan,"
",西
4.0,99313092,2022年12月05日,2022年12月19日,福岡市西区今宿１丁目3-5  mapを見る,アマルフィいずみ  601,筑肥線今宿駅 徒歩3分 駅までmap 筑肥線九大学研都市駅 徒歩15分 駅までmap ,26.97㎡ / 約8.16坪,nan,1K,洋8, 北,nan,nan,nan,空無,nan,　,nan,nan,1ヶ月,無,敷引 1ヶ月,無,nan,無,5000円,500円,"有 賃貸保証シーアイゼット（最低保証委託料、26,250円～（更新料無））※契約者や条件によっては、内容が変更になる場合があります。",賃料総額の52.5%～,有、17000円、2年、借家人賠償付火災保険（例）※契約者や条件によっては、内容が変更になる場合があります。,nan,鍵交換費用：2万2000円,nan,安心サポート：770円 / 月引落手数料：250円 / 月,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上7階建,6階部分,2011[H23]年3月,空家,相談　,プロパンガス　 エアコン　 給湯　 トイレ　 シャワー　 収納スペース　 システムキッチン　 洗面所　 シャンプードレッサー　 室内洗濯機置場　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 出窓　 インターネット使い放題　 防犯カメラ　 火災報知機　 ＣＡＴＶインターネット　 敷地内ゴミ置き場　,日当り良好　 角部屋　,ジェイコムネット40M無料！,専任媒介,nan,"
",西
3.6,99268033,2022年12月05日,2022年12月19日,福岡市西区石丸１丁目21-26  mapを見る,PLEAST姪浜Ⅲ  203,筑肥線姪浜駅 徒歩15分 駅までmap 石丸二丁目［公民館前］バス停 徒歩6分 ,22.77㎡ / 約6.89坪,nan,1K,洋, 南東,nan,nan,nan,空有　6600円,nan,　,nan,nan,無,無,実費,無,nan,無,3000円,無,有 日本セーフティー※契約者や条件によっては、内容が変更になる場合があります。,nan,有※契約者や条件によっては、内容が変更になる場合があります。,旧賃料22000円 ,退去時清掃代：5万5000円,nan,安心サポート（保険）：1500円 / 月水町費：3300円 / 月,nan,2年,nan,巡回,nan,鉄骨造,nan,nan,地上3階建,2階部分,2003[H15]年3月,空家,即時　,プロパンガス　 冷房　 暖房　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 収納スペース　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 ＴＶモニタ付きインターホン　 駐輪場　 防犯カメラ　 浴室に窓　 全居室フローリング　,ペット不可　 閑静住宅街　 眺望良好　,"当社の空室資料はこちらからダウンロードできます。 ＩＤ、ＰＡＳＳは直接ご連絡下さい！！ 【ゼロ不動産管理ホームページ】http://www.zerokanri.co.jp/trader/index.html【初期費用】 鍵交換代：19,800円（税込） 消毒代(必須税込)：13,750円（単身）保証会社：保証人有40％　無50％ 事務手数料：13,200円（税込） 安心サポート：初回入会金5000円(簡易消火器付)月額1500円 ※安心サポートには24時間緊急サポートと家財保険が含まれます。",一般媒介,nan,"
",西
4.2,99201760,2022年12月06日,2022年12月20日,福岡市西区姪浜駅南４丁目8-4  mapを見る,キャンサー  105,福岡市空港線姪浜駅 徒歩6分 駅までmap 福岡市空港線室見駅 徒歩14分 駅までmap 福岡市空港線藤崎駅 徒歩24分 駅までmap ,20.01㎡ / 約6.05坪,nan,1K,洋室約6帖+ロフト約4.4帖,nan,nan,nan,nan,無,nan,　,nan,nan,無,無,nan,無,nan,無,3000円,無,無,nan,有、18000円、2年、エポス少額短期保険（例）※契約者や条件によっては、内容が変更になる場合があります。,11000円 ,カギ交換費用（契約時）：1万6500円,nan,町内会費（月額）：500円 / 月FUSOサポート24（月額）：880円 / 月,nan,2年,nan,nan,nan,木造,nan,nan,地上2階建,1階部分,2006[H18]年7月,空家,即時　,プロパンガス　 電気　 上水道　 下水道　 エアコン　 給湯　 トイレ　 バス・トイレ別　 温水洗浄便座　 洗面台　 室内洗濯機置場　 ロフト　 バルコニー　 ＴＶモニタ付きインターホン　 駐輪場　 ２口コンロ　 独立洗面脱衣所　 ブロードバンド　,角部屋　,NET無料!角部屋・ガステーブル(二個口)・ 洗面台(独立)・バス・トイレ別・洗濯機置場(室内)・エアコン・温水洗浄便座・ロフト・付(4.4帖)・シューズボックス・ インターホン(カメラ付き) / ネット無料♪姪浜駅5分!ロフト4.4帖!独立洗面台!　温水洗浄便座新設!!,代理,nan,"
",西
4.9,98935103,2022年12月06日,2022年12月20日,福岡市西区愛宕２丁目１６－４  mapを見る,アーバンシティオ愛宕  1204,福岡市空港線室見駅 徒歩10分 駅までmap 福岡市空港線姪浜駅 徒歩11分 駅までmap 福岡市空港線藤崎駅 徒歩21分 駅までmap ,24.35㎡ / 約7.37坪,nan,1K,nan, 南西,nan,nan,nan,空有　1万1000円,nan,　,nan,1万円,1ヶ月 / 4.9万円,無,nan,無,nan,無,4000円,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上12階建,12階部分,2006[H18]年5月,空家,相談　,都市ガス　 電気　 上水道　 下水道　 エアコン　 給湯　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＢＳ端子　 ＣＳ　 ＩＨクッキングヒーター　 室内洗濯機置場　 フローリング　 照明器具付き　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　,nan,嬉しい駐輪場付き。ちゃんとエアコンも付いています。家計に優しい都市ガス対応で光熱費が抑えやすいですよ。シューズボックス付きなので掃除もラクラクですね。TVモニタ付インターフォン有で防犯面も安心です。駐車場の空きについては要確認,専任媒介,nan,"
",西
5.4,99318691,2022年12月06日,2022年12月20日,福岡市西区姪の浜３丁目4-27  mapを見る,エステート・モア姪浜  503,福岡市空港線姪浜駅 徒歩9分 駅までmap 筑肥線姪浜駅 徒歩9分 駅までmap 姪浜バス停 徒歩3分 ,壁芯34.6㎡ / 約10.47坪,nan,1DK,ＤＫ6／洋6, 南,nan,nan,nan,空無,nan,　,nan,nan,無,1ヶ月 / 5.4万円,nan,無,nan,無,3000円,無,有 全保連※契約者や条件によっては、内容が変更になる場合があります。,nan,有、15000円、2年、エイワン（例）※契約者や条件によっては、内容が変更になる場合があります。,nan,nan,nan,nan,nan,2年,nan,nan,nan,ＳＲＣ,nan,nan,地上9階建,5階部分,1990[H2]年11月,居住中,予定　2023年2月中旬,都市ガス　 給湯　 トイレ　 バス・トイレ別　 シャワー　 収納スペース　 洗面所　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 出窓　 独立洗面脱衣所　 浴室に窓　 全居室フローリング　 カードキー　 敷地内ゴミ置き場　,ペット不可　 日当り良好　 分譲タイプ　 角部屋　,「初期費用」 ・礼金１ヵ月・家賃等日割+翌月分・火災保険：１５，０００円（２年） ・入居時鍵交換費用：２０，０００円（税別）・保証委託料・くらしーど：２年間１５，０００円（税別）※更新必須 ・契約事務手数料：１５，０００円（税別） 「特約」 ・口座振替手数料：３００円（毎月／税別）・短期解約違約金：１年未満家賃２ヶ月分、1年以上2年未満家賃1ヵ月分 ・契約更新事務手数料(２年毎）：１５，０００円（税別） ・退去時ルームクリーニング代 ：３０，０００円（税別）※水道代（２ヶ月毎／実費）は建物管理会社から入居者へ直接請求,代理,nan,"
",西
4.1,99310380,2022年12月05日,2022年12月14日,福岡市西区富士見３丁目10-19  mapを見る,アリュール  306,筑肥線周船寺駅 徒歩25分 駅までmap 筑肥線九大学研都市駅 徒歩24分 駅までmap 富士見バス停 徒歩5分 ,壁芯24.6㎡ / 約7.44坪,nan,1K,洋7,nan,nan,福岡市立元岡小学校　距離1188ｍ,福岡市立元岡中学校　距離1549ｍ,空有　3000円,nan,　,nan,nan,無,無,実費,無,nan,無,3000円,無,有 カプコ・エージェンシー（学生用プラン有。詳細はお問い合わせください。）※契約者や条件によっては、内容が変更になる場合があります。,月額総賃料の50％（税別）,有、18000円、2年、あそしあ少額短期保険（例）※契約者や条件によっては、内容が変更になる場合があります。,無,鍵交換代：2万900円,nan,町費：500円 / 月,nan,2年,nan,巡回,nan,ＲＣ,nan,nan,地上3階建,3階部分,2006[H18]年2月,居住中,相談　（3月末退去予定）,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 収納スペース　 ガスコンロ設置可　 洗面台　 室内洗濯機置場　 フローリング　 バルコニー　 ＴＶモニタ付きインターホン　 駐輪場　 インターネット使い放題　 全居室フローリング　 インターネット対応　 敷地内ゴミ置き場　,ペット不可　 日当り良好　 閑静住宅街　 角部屋　 最上階　,☆TVインターフォン付　広めの１K☆インターネット無料☆留学生歓迎！,一般媒介,株式会社ジャスティス,"
										TEL：0942-40-5788
										メールアドレス：chintai@justice-web.co.jp
",西
4.5,99242324,2022年12月05日,2022年12月19日,福岡市西区愛宕１丁目17-12  mapを見る,PLEAST愛宕Ⅲ  301,福岡市空港線室見駅 徒歩10分 駅までmap 筑肥線姪浜駅 徒歩11分 駅までmap 福岡市空港線姪浜駅 徒歩11分 駅までmap ,32㎡ / 約9.68坪,nan,2DK,洋4.5／和6, 南東,nan,福岡市立姪浜小学校　距離931ｍ,福岡市立百道中学校　距離1831ｍ,無,nan,　,nan,nan,無,無,実費,無,nan,無,5000円,無,有 カプコ※契約者や条件によっては、内容が変更になる場合があります。,nan,有※契約者や条件によっては、内容が変更になる場合があります。,旧賃料22000円 ,nan,nan,町費：400円 / 月くらしーど24M：800円 / 月火災保険：1000円 / 月,nan,2年,nan,巡回,nan,ＲＣ,nan,nan,地上5階建,3階部分,1986[S61]年9月,空家,即時　,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 収納スペース　 ガスコンロ設置可　 洗濯機置場　 バルコニー　 敷地内ゴミ置き場　,ペット不可　 角部屋　 フリーレント　 事務所使用可　 子供可　,"■初期費用■【鍵交換費用】5,500円（内消費税500円）【事務手数料】無料！【保証会社】カプコ　初回50%(1年毎更新料11,000円（内消費税1,000円）)【契約期間】2年契約【更新手数料】2年毎の22,000円（内消費税2,000円）□契約内容□・1年未満の解約の場合、家賃の2ヶ月　1年以上2年未満の解約の場合、家賃の1ヵ月分の違約金がかかります。・退去時ハウスクリーニング代として家賃の1ヶ月分　故意・過失がある場合は別途実費精算・連帯保証人様の極度額は賃料・共益費を合算した36ヵ月分となります。　その他特約事項ありお気軽にお問い合わせください。空室募集専用サイト　⇒　https://inet.bukkaku.jp/営業時間10：00～18：00店休日　日曜日　（正月・GW・お盆　はお休みします）",代理,山本,"
										TEL：092-737-7051
										メールアドレス：kanri@inet-hre.com
",西
3.0,99114839,2022年12月05日,2022年12月19日,福岡市西区小戸４丁目5-32  mapを見る,マキシム姪浜西Ⅱ  107,筑肥線姪浜駅 徒歩14分 駅までmap 福岡市空港線姪浜駅 徒歩14分 駅までmap 筑肥線下山門駅 徒歩14分 駅までmap ,壁芯16.5㎡ / 約4.99坪,nan,1K,洋7, 西,47.0,nan,nan,無,nan,　,nan,nan,無,無,実費,無,nan,無,2000円,無,有 日本セーフティ※契約者や条件によっては、内容が変更になる場合があります。,nan,有※契約者や条件によっては、内容が変更になる場合があります。,旧賃料22000円 ,安心サポート入会：5000円鍵交換代：1万9800円退去時清掃代：5万5000円,nan,安心サポート：1500円 / 月町費：300円 / 月,nan,2年,nan,巡回,nan,木造,nan,nan,地上2階建,1階部分,1997[H9]年1月,空家,即時　,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 収納スペース　 ＩＨクッキングヒーター　 洗濯機置場　 ロフト　 バルコニー　 ＴＶモニタ付きインターホン　 インターネット使い放題　 防犯カメラ　 ＣＡＴＶインターネット　 玄関収納　 敷地内ゴミ置き場　,ペット相談可　 小型犬可　 フリーレント　 事務所使用可　,"小型犬飼育相談可（家賃3,000円UP）ネット使用（J:COM　40M　Wi-Fi）無料！！【初期費用】鍵交換代：19,800円  16,500円 ※物件により変更あり消毒代：13,750円保証会社：保証人有40％ ※月額賃料50,000未満の場合 最低保証料 20,000　保証人無50％ ※月額賃料50,000未満の場合 最低保証料 25,000事務手数料：13,200円安心サポート：初回入会金5,000円　　月額1,500円 月額1.800 ※間取りで変更あり※安心サポートには24時間緊急サポートと家財保険が含まれます。",代理,nan,"
",西
5.2,99316607,2022年12月06日,2022年12月20日,福岡市西区姪の浜６丁目１－３８  mapを見る,セレーノ姪浜  404,福岡市空港線姪浜駅 徒歩8分 駅までmap 筑肥線下山門駅 徒歩23分 駅までmap 福岡市空港線室見駅 徒歩25分 駅までmap ,24.96㎡ / 約7.55坪,nan,1K,洋6.6, 西,nan,nan,nan,空有　1万2100円,nan,　,nan,1万1000円,無,1ヶ月 / 5.2万円,nan,無,nan,無,5000円,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上10階建,4階部分,2006[H18]年3月,居住中,相談　,プロパンガス　 電気　 上水道　 下水道　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 システムキッチン　 シャンプードレッサー　 室内洗濯機置場　 浴室乾燥機　 フローリング　 照明器具付き　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 駐輪場　 ２口コンロ　 インターネット使い放題　 独立洗面脱衣所　 防犯カメラ　,nan,嬉しいシャワートイレ付き。洗濯機が室内のため、時間を気にせずお洗濯できますね。シューズボックス有で、玄関が片付きますね。不在時や雨天でも安心して使える浴室乾燥あり。駐車場の空きについては要確認,専任媒介,nan,"
",西
3.0,99308989,2022年12月05日,2022年12月19日,福岡市西区福重３丁目8-8  mapを見る,トレンディ ,福岡市空港線姪浜駅 徒歩20分 駅までmap 福重三丁目バス停 徒歩3分 ,20㎡ / 約6.05坪,nan,1K,洋6／Ｋ2, 南,nan,nan,nan,無,nan,　,nan,nan,無,無,実費,無,nan,無,nan,無,無,nan,有、10500円、1年、東京海上ウエスト（例）※契約者や条件によっては、内容が変更になる場合があります。,無,鍵交換代：1万6500円消毒代：1万1000円,nan,nan,nan,1年,nan,nan,nan,木造,nan,nan,地上2階建,2階部分,1991[H3]年3月,空家,相談　,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 室内洗濯機置場　 ロフト　 フローリング　 バルコニー　 全居室フローリング　,ペット不可　 閑静住宅街　 角部屋　 最上階　,退去時に１ヶ月清掃代あり室内洗濯機置場あり♪天井高いです☆ロフトもありますよ♪※仲介業者様へ 初期費用は【イタンジBB】の物件詳細より確認ください。申し込みもイタンジBBよりお願いいたします。イタンジログイン↓ https://itandibb.com/rent/list/management_company.ids[]=3712,代理,nan,"
",西
3.0,98816649,2022年12月06日,2022年12月20日,福岡市西区愛宕１丁目１６－２１  mapを見る,刻勇館愛宕  103,福岡市空港線室見駅 徒歩7分 駅までmap 福岡市空港線姪浜駅 徒歩11分 駅までmap 福岡市空港線藤崎駅 徒歩16分 駅までmap ,20.1㎡ / 約6.08坪,nan,ワンルーム,洋7.8, 西,nan,nan,nan,空無,nan,　,nan,nan,無,無,nan,無,nan,無,2500円,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上6階建,1階部分,1995[H7]年3月,空家,相談　,プロパンガス　 電気　 上水道　 下水道　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 洗面台　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 駐輪場　 インターネット使い放題　 防犯カメラ　,nan,玄関オートロックでセキュリティ面も安心。取付工事不要のエアコン付き。バストイレ別で生活しやすい間取り。セキュリティがしっかりしているので、女性の方にも安心です。駐車場の空きについては要確認,専任媒介,nan,"
",西
7.0,98076205,2022年12月06日,2022年12月20日,福岡市西区姪の浜２丁目１３－２２  mapを見る,アドヴァン姪浜  401,福岡市空港線姪浜駅 徒歩8分 姪浜小学校前バス停 徒歩1分 駅までmap 筑肥線姪浜駅 徒歩8分 駅までmap ,42.75㎡ / 約12.93坪,nan,1LDK,洋6／ＬＤＫ9.3, 北,nan,nan,nan,空無,nan,　,nan,nan,無,2.5ヶ月 / 17.5万円,nan,無,nan,無,無,無,nan,nan,有、20000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上10階建,4階部分,2000[H12]年1月,居住中,相談　,都市ガス　 電気　 上水道　 エアコン　 給湯　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 ＢＳ端子　 システムキッチン　 室内洗濯機置場　 フローリング　 エレベーター　 オートロック　 駐輪場　 出窓　 インターネット使い放題　 独立洗面脱衣所　,nan,駐輪場もあります。脱衣所がありますので毎朝の支度がスムーズ。都市ガスなので光熱費を抑えられますね。駐車場の空きについては要確認,専任媒介,nan,"
",西
