家賃,物件番号,情報更新日,次回更新予定日,所在地,建物名,沿線・駅・交通,専有面積,専用庭面積,間取り,間取り内訳,バルコニー,サービスルーム数,小学校区,中学校区,駐車場,駐車場：形式,駐車場：状況,駐車場備考,駐車場敷金,敷金,礼金,精算方式,保証金,保証金償却,管理費,共益費,雑費,家賃保証会社,家賃保証・保証費用等,保険,更新料,その他一時金,施設費用,その他費用,賃貸借区分,契約期間,特優賃区分,管理員の勤務形態,敷地延長,建物構造,建物工法,最適用途,階建,階,築年月,現況,入居可能時期,設備,特記事項,備考,取引態様,担当者,担当者連絡先,市区
3.7,99313731,2022年12月05日,2022年12月19日,福岡市城南区七隈７丁目11-10  mapを見る,ピアレス福大西  205,福岡市七隈線七隈駅 徒歩6分 駅までmap 福岡市七隈線福大前駅 徒歩8分 駅までmap 福岡市七隈線梅林駅 徒歩14分 駅までmap ,25.55㎡ / 約7.73坪,nan,ワンルーム,洋9, 西,nan,nan,nan,空無　4400円,自走（平置きも含む）,【 屋根状況　屋根なし 】　,軽のみ,nan,無,1ヶ月,nan,無,nan,無,3000円,無,有 要加入※契約者や条件によっては、内容が変更になる場合があります。,nan,有、16000円、2年、火災保険（例）※契約者や条件によっては、内容が変更になる場合があります。,nan,鍵交換代：1万6500円室内消毒代（任意）：1万1000円,nan,24時間緊急サポート：800円 / 月,nan,2年,nan,巡回,nan,ＲＣ,nan,nan,地上4階建,2階部分,1991[H3]年1月,空家,相談　,プロパンガス　 エアコン　 バス・トイレ別　 収納スペース　 ガスコンロ設置可　 バルコニー　 駐輪場　 バイク置場(屋外）　 バイク駐輪場（大型可）　 インターネット対応　,ペット不可　 閑静住宅街　,"・インターネットは1棟で最大1ギガです。・短期解約違約金（1年未満：賃料２ヶ月、2年未満：賃料1ヶ月）・24時間緊急サポート料：月額800円・鍵交換代：15,000円（税別）・室内消毒代（任意）：10,000円（税別）・火災保険料：16,000円/2年・保証会社：要加入・更新事務手数料：10,000円（税別）/2年※当マンションは現在福大生限定マンションですが、2027年4月以降からはその限定が解除される予定です。",専任媒介,nan,"
",城南
4.3,99304119,2022年12月05日,2022年12月19日,福岡市城南区西片江１丁目22-未定  mapを見る,仮称）casamento西片江1丁目AP  102,福岡市七隈線福大前駅 徒歩11分 駅までmap 福岡市七隈線七隈駅 徒歩21分 駅までmap 福岡市七隈線梅林駅 徒歩23分 駅までmap ,壁芯22.32㎡ / 約6.75坪,nan,1K,洋6.7,無,nan,福岡市立南片江小学校　距離1222ｍ,福岡市立片江中学校　距離701ｍ,無,nan,　,nan,nan,無,無,nan,無,nan,無,5000円,無,有 ジェイリース（学生プラン1万円）※契約者や条件によっては、内容が変更になる場合があります。,家賃総額60％(更新料1万円),有※契約者や条件によっては、内容が変更になる場合があります。,旧賃料22000円 ,nan,nan,保険料：800円 / 月くらシード24M：800円 / 月町費：100円 / 月,nan,2年,nan,nan,nan,木造,nan,nan,地上2階建,1階部分,2022[R4]年12月（新築）,未完成,予定　2023年1月中旬,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＣＡＴＶ　 収納スペース　 ＩＨクッキングヒーター　 シャンプードレッサー　 室内洗濯機置場　 フローリング　 ディンプルキー　 複層ガラス　 オートロック　 宅配ボックス　 24時間換気システム　 インターネット使い放題　 火災報知機　 全居室フローリング　 ＣＡＴＶインターネット　 ダブルロックキー　 防犯ガラス　 シューズボックス　 敷地内ゴミ置き場　,ペット不可　 日当り良好　 閑静住宅街　 フリーレント（1ヶ月）　,"12月下旬完成予定□契約内容□・契約開始日より12ヶ月未満での解約は家賃2ヶ月分、　24ヶ月未満での解約は家賃1ヶ月分を申し受けます。・退去時ハウスクリーニング代として家賃１ヶ月分+故意過失による損傷損耗は実費。・消毒代: 16,500円・事務手数料: 11,000円・鍵交換料: 22,000円・保険料: 800円/月・保証会社: 加入要（ジェイリース）　家賃総額60％(更新料1万円)又は家賃総額100％　400円/月額保証料　学生プラン（初回10,000円）・解約予告: 1ヶ月前初期費用減額プラン【iPac】詳細家賃・・・・契約月日割りフリーレント共益費/・・契約月日割りフリーレント町費・・・契約月日割りフリーレントくらシード24・契約月フリーレント保険代・・・パック料含む(800円/月)鍵代・・・・家主負担 　保証料・・・家主負担　※保証会社更新料有りパック料・10,000円注1．追加特約：契約開始日より2年未満解約はFR期間分賃料をお支払い頂きます。注2.   プラン利用時の契約日は最長2月1日になります。営業時間10：00～18：00店休日　日曜日　（年末年始・GW・お盆　はお休みします）",代理,斉藤,"
										TEL：092-737-7051
										メールアドレス：kanri@inet-hre.com
",城南
2.5,99259530,2022年12月05日,2022年12月19日,福岡市城南区松山１丁目7-10  mapを見る,ウィン松山Ｂ棟  201,福岡市七隈線七隈駅 徒歩6分 駅までmap 福岡市七隈線福大前駅 徒歩8分 駅までmap 福岡市七隈線金山駅 徒歩11分 駅までmap ,23㎡ / 約6.96坪,nan,ワンルーム,nan,nan,nan,nan,nan,空無,nan,　,nan,nan,無,無,nan,無,nan,無,無,無,有 確認ください（全保連：月額合計100％ジェイリース：月額合計80％日本セーフティー：月額合計80％～100）※契約者や条件によっては、内容が変更になる場合があります。,nan,有、17000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,町費：300円 / 月シード24：840円 / 月口座振替手数料：400円 / 月,nan,1年,nan,nan,nan,木造,nan,nan,地上2階建,2階部分,1988[S63]年4月,空家,即時　,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 ガスコンロ設置可　 洗濯機置場　 室内洗濯機置場　 フローリング　 ＴＶモニタ付きインターホン　,nan,退去時クリーニング：25000円,代理,nan,"
",城南
5.7,99312903,2022年12月05日,2022年12月19日,福岡市城南区東油山１丁目8-未定  mapを見る,仮称 プレステージ城南区東油山  206,油山団地口バス停 徒歩1分 ,31.13㎡ / 約9.42坪,nan,1LDK,ＬＤＫ8.6／洋3.2, 東,nan,nan,nan,空有　7700円,自走（平置きも含む）,　,nan,nan,無,無,実費,無,nan,無,4000円,無,有 スマート保証※契約者や条件によっては、内容が変更になる場合があります。,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,nan,nan,nan,トーマスclub：880円 / 月,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上5階建,2階部分,2023[R5]年2月（新築）,未完成,予定　2023年2月下旬,プロパンガス　 冷房　 暖房　 エアコン　 給湯　 追焚機能　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 収納スペース　 システムキッチン　 カウンターキッチン　 洗面台　 室内洗濯機置場　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 ２口コンロ　 インターネット使い放題　 独立洗面脱衣所　 防犯カメラ　 インターネット対応　 シューズボックス　 敷地内ゴミ置き場　,ペット相談可　 小型犬可　 猫可　,■ペット飼育条件■・礼金１ヶ月追加・小型犬もしくは猫1匹のみ・飼養細則・誓約書内容を遵守できる方のみ・無断飼育発覚時は無断飼育違約金として賃料1ヶ月分(破損汚損等の補修費別途実費)■短期解約違約金■12ヶ月未満は賃料2ヶ月・24ヶ月未満は賃料1ヶ月■注意事項■・町費未定・入居開始日や内装仕様など工事内容の変更に伴い、事前告知なく変更が生じる場合がございます（R4.12.5 工事遅延に伴い、入居開始時期が2月上旬から下旬へ変更となりました）,代理,nan,"
",城南
4.2,99318593,2022年12月05日,2022年12月19日,福岡市城南区鳥飼６丁目23-18  mapを見る,ハイツスカイハーブ  202,福岡市七隈線別府駅 徒歩8分 駅までmap ,内法30.7㎡ / 約9.29坪,nan,2K,nan,nan,nan,nan,nan,無,nan,　,nan,nan,無,無,実費,無,nan,無,4000円,無,有 Casa、全保連※契約者や条件によっては、内容が変更になる場合があります。,50～100％,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,旧賃料10000円 ,nan,nan,町費：300円 / 月建物清掃費：600円 / 月クラシード24：800円 / 月口座振替手数料：440円 / 月,nan,1年,nan,nan,nan,鉄骨造,nan,nan,地上3階建,2階部分,1986[S61]年6月,居住中,相談　,都市ガス　 トイレ　 バス・トイレ別　 シャワー　 収納スペース　 ガスコンロ設置可　 バルコニー　 出窓　,ペット不可　 二人入居可　 事務所使用可　 最上階　 高齢者相談　 保証人不要　,nan,代理,nan,"
",城南
2.5,99267958,2022年12月05日,2022年12月19日,福岡市城南区友丘４丁目10-35  mapを見る,アルカディア友丘  103,福岡市七隈線金山駅 徒歩16分 駅までmap 福岡市七隈線茶山駅 徒歩21分 駅までmap 福岡市七隈線七隈駅 徒歩20分 駅までmap ,20㎡ / 約6.05坪,nan,1K,洋6／Ｋ3,nan,nan,nan,nan,空無　7700円,自走（平置きも含む）,【 屋根状況　屋根あり 】　,12/15解約予定,nan,無,無,nan,無,nan,無,2000円,無,有 ジェイリース※契約者や条件によっては、内容が変更になる場合があります。,"家賃総額60％（更新料あり1万円）又は100％（更新料なし）学生1万円（更新料なし） ＊最低保証料25,000円 ＊保証会社収納代行必須 ＊各プラン月額400円（引落手数料も含まれます。）",有※契約者や条件によっては、内容が変更になる場合があります。,旧賃料22000円 ,nan,nan,くらシード24M：800円 / 月保険料：800円 / 月,nan,2年,nan,巡回,nan,木造,nan,nan,地上2階建,1階部分,1990[H2]年4月,空家,相談　,都市ガス　 給湯　 バス・トイレ別　 ＣＡＴＶ　 収納スペース　 ガスコンロ設置可　 洗面台　 フローリング　 バルコニー　 駐輪場　 全居室フローリング　 シューズボックス　 キッチンに窓　,ペット不可　 日当り良好　 閑静住宅街　 角部屋　 フリーレント　,"初期費用減額プラン有り！□契約内容□・契約開始日より12ヶ月未満での解約は家賃2ヶ月分、　24ヶ月未満での解約は家賃1ヶ月分を申し受けます。・退去時ハウスクリーニング代として家賃１ヶ月分+故意過失による損傷損耗は実費。・連帯保証人様の極度額は賃料・共益費を合算した36ヵ月分となります。・外国籍プラン利用の場合、初回保証料80％（最低保証料30,000円）毎月：1,000円・消毒代: 16,500円(内消費税1,500円)・事務手数料: 5,500円(内消費税500円)　・鍵交換料: 16,500円(内消費税1,500円)・保証会社: 加入要（ジェイリース）家賃総額60％（更新料あり1万円）又は100％（更新料なし）学生1万円（更新料なし）＊最低保証料25,000円＊保証会社収納代行必須＊各プラン月額400円（引落手数料も含まれます。）＊外国籍プラン利用の場合、初回80％（最低保証料30,000円）毎月：1,000円・解約予告: 1ヶ月前・更新事務手数料2年毎22,000円(内消費税2,000円)・高齢者プラン有（65歳以上対象上限なし）　月額1,650円（税込）　保証会社：ナップ賃貸保証　　初回保証料：100％+330円　更新料：1年毎15,000円　収納代行必須　口座振替手数料330円初期費用減額プラン（初期費用1万円プランの場合）【iPac】詳細　家賃・・・・・契約月分フリーレント共益費・・・・契約月分フリーレント町費・・・・・契約月分フリーレント　くらシード24・契約月分フリーレント保険料・・・・800円/月額（ipac費用に含む為、契約月請求なし））鍵交換代・・・・・入居時鍵交換代：家主負担　保証会社・・・初回保証料：家主負担　＊更新料10,000円＊保証会社収納代行必須＊月額400円（引落手数料も含まれます。）事務手数料・・無しパック料・・・10,000円【iPac特約】・12ケ月未満での解約は家賃の2ケ月分、24ケ月未満は1ケ月分の違約金。・解約時、クリーニング代として家賃1ケ月分、故意過失やタバコのヤニ汚れは実費・ペット飼育不可・24ケ月未満での解約はフリーレント期間分の家賃等を請求いたします。・更新事務手数料2年毎22,000円(内消費税2,000円)空室募集専用サイト　⇒　https://inet.bukkaku.jp/営業時間10：00～18：00店休日　日曜日　（年末年始・GW・お盆　はお休みします）",代理,西澤,"
										TEL：092-737-7051
",城南
2.35,99248981,2022年12月05日,2022年12月19日,福岡市城南区長尾５丁目２１－７  mapを見る,アルファディオ城南  101,福岡市七隈線七隈駅 徒歩24分 神松寺２丁目バス停 徒歩3分 駅までmap 福岡市七隈線金山駅 徒歩29分 駅までmap ,18.5㎡ / 約5.60坪,nan,ワンルーム,nan, 西,nan,nan,nan,空有　8800円,nan,　,nan,nan,無,無,nan,無,nan,無,3500円,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上5階建,1階部分,1991[H3]年8月,空家,相談　2022年6月1日,プロパンガス　 電気　 上水道　 下水道　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 フローリング　 バルコニー　 エレベーター　 ＴＶモニタ付きインターホン　 駐輪場　,高齢者相談　,駐車場の空きについては要確認,専任媒介,nan,"
",城南
2.0,99184816,2022年12月05日,2022年12月19日,福岡市城南区西片江２丁目3-29  mapを見る,ピナクル西片江 Ａ棟 105,福岡市七隈線福大前駅 徒歩4分 駅までmap ,壁芯22㎡ / 約6.66坪,nan,1K,洋6,nan,nan,nan,nan,無,nan,　,nan,nan,無,無,nan,無,nan,無,1000円,100円,有 .全保連※契約者や条件によっては、内容が変更になる場合があります。,nan,有、16000円、2年、SBI少額短期（例）※契約者や条件によっては、内容が変更になる場合があります。,無,退去時の清掃代：1万6000円,nan,くらシード：880円 / 月,nan,2年,nan,巡回,nan,木造,nan,nan,地上2階建,1階部分,1990[H2]年2月,空家,相談　,エアコン　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 ガスコンロ設置可　 フローリング　 24時間セキュリティ　 バイク置場(屋外）　 インターネット使い放題　 全居室フローリング　,ペット不可　 最上階　,インターネット無料台所が広く、料理がしやすい、駅が近い、福岡大学、第二記念館に近い。※定食屋が近い。国立大学との併願の申し込みも受け中！,専任媒介,伊野　啓子,"
										TEL：092-871-3678
",城南
1.95,99287732,2022年12月05日,2022年12月19日,福岡市城南区東油山６丁目3-10  mapを見る,グレイハウス  203,駄ヶ原バス停 徒歩4分 福岡市七隈線福大前駅 徒歩53分 駅までmap ,18.9㎡ / 約5.72坪,nan,1K,洋7,無,nan,nan,nan,無,nan,　,nan,nan,無,無,nan,無,nan,無,3500円,無,有 確認ください（保証料家主様負担）※契約者や条件によっては、内容が変更になる場合があります。,nan,有、17000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,共益費：3500円 / 月町費：400円 / 月シード24：840円 / 月口座振替手数料：400円 / 月,nan,2年,nan,巡回,nan,木造,nan,nan,地上2階建,2階部分,1993[H5]年3月,空家,即時　,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 収納スペース　 洗濯機置場　 室内洗濯機置場　 ロフト　 フローリング　 ＴＶモニタ付きインターホン　 駐輪場　 玄関収納　 敷地内ゴミ置き場　,日当り良好　,退去時クリーニング：33000円,代理,nan,"
",城南
2.0,99129185,2022年12月05日,2022年12月19日,福岡市城南区西片江２丁目15-17  mapを見る,新日本パレス片江福大前Ⅱ  202,福岡市七隈線福大前駅 徒歩8分 駅までmap 福岡市七隈線七隈駅 徒歩19分 駅までmap 福岡市七隈線梅林駅 徒歩18分 駅までmap ,壁芯18.15㎡ / 約5.49坪,nan,ワンルーム,nan,nan,nan,nan,nan,無,nan,　,nan,nan,無,無,実費,無,nan,無,2000円,無,有 オリコフォレントインシュア（他、全保連・ジェイリースなど取り扱いあり）※契約者や条件によっては、内容が変更になる場合があります。,nan,有、800円、SBI日本少額短期保険（月払）（例）※契約者や条件によっては、内容が変更になる場合があります。,nan,nan,nan,nan,nan,1年,nan,巡回,nan,木造,nan,nan,地上2階建,2階部分,1992[H4]年3月,空家,即時　,プロパンガス　 冷房　 暖房　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＣＡＴＶ　 収納スペース　 ガスコンロ設置可　 洗面台　 洗濯機置場　 ロフト　 フローリング　 照明器具付き　 テラス　 ＴＶモニタ付きインターホン　 駐輪場　 ２口コンロ　 インターネット使い放題　 火災報知機　 全居室フローリング　 インターネット対応　 ＣＡＴＶインターネット　 シューズボックス　,ペット不可　 閑静住宅街　 フリーレント　 事務所使用可　 最上階　 高齢者相談　 保証人不要　,"現況優先シード24:880円（月額） 火災保険料:800円（単身）　町費:100円（月額）鍵交換代:1万6,500円（税込み）事務手数料:1万1,000円（税込み）更新事務手数料　6600円（税込み）退去時クリーニング代 1ヶ月分",代理,nan,"
										TEL：092-791-7250
										メールアドレス：real@sosogoo.jp
",城南
5.9,99317167,2022年12月05日,2022年12月19日,福岡市城南区七隈５丁目15-4  mapを見る,グランパーク城南WEST  102,福岡市七隈線七隈駅 徒歩14分 駅までmap 福岡市七隈線金山駅 徒歩13分 駅までmap 福岡市七隈線梅林駅 徒歩17分 駅までmap ,32.44㎡ / 約9.81坪,nan,1LDK,ＬＤＫ10／洋4,nan,nan,福岡市立七隈小学校　距離556ｍ,福岡市立梅林中学校　距離1104ｍ,空有　7700円,自走（平置きも含む）,【 屋根状況　屋根なし 】　,nan,nan,無,1ヶ月,敷引 1ヶ月,無,nan,無,3000円,無,有 全保連※契約者や条件によっては、内容が変更になる場合があります。,nan,有、アーウィンサポートに含む（例）※契約者や条件によっては、内容が変更になる場合があります。,旧賃料11000円 ,鍵交換代：2万6400円保証会社費用：3万1950円消毒代：1万6500円,nan,アーウィンサポート：1900円 / 月口座振替手数料：1200円 / 月,nan,1年,nan,nan,nan,木造,nan,nan,地上2階建,1階部分,2015[H27]年6月,居住中,相談　,エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 収納スペース　 システムキッチン　 洗面所　 洗面台　 シャンプードレッサー　 洗濯機置場　 室内洗濯機置場　 フローリング　 ディンプルキー　 バルコニー　 ＴＶモニタ付きインターホン　 ２口コンロ　 独立洗面脱衣所　 シャッター(雨戸）　 ダブルロックキー　 シューズボックス　 ３口コンロ以上　,ペット不可　 二人入居可　 閑静住宅街　 バリアフリー　 事務所使用可　 保証人不要　,nan,代理,山元,"
										TEL：092-885-0011
										メールアドレス：nishi.pm@dream-stage.net
",城南
5.9,99312887,2022年12月05日,2022年12月19日,福岡市城南区東油山１丁目8-未定  mapを見る,仮称 プレステージ城南区東油山  401,油山団地口バス停 徒歩1分 ,31.39㎡ / 約9.50坪,nan,1LDK,ＬＤＫ8.7／洋3.9, 西,nan,nan,nan,空有　7700円,自走（平置きも含む）,　,nan,nan,無,無,実費,無,nan,無,4000円,無,有 スマート保証※契約者や条件によっては、内容が変更になる場合があります。,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,nan,nan,nan,トーマスclub：880円 / 月,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上5階建,4階部分,2023[R5]年2月（新築）,未完成,予定　2023年2月下旬,プロパンガス　 冷房　 暖房　 エアコン　 給湯　 追焚機能　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ウォークインクローゼット　 システムキッチン　 洗面台　 室内洗濯機置場　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 ２口コンロ　 インターネット使い放題　 独立洗面脱衣所　 防犯カメラ　 インターネット対応　 シューズボックス　 敷地内ゴミ置き場　,ペット相談可　 小型犬可　 猫可　 角部屋　,■ペット飼育条件■・礼金１ヶ月追加・小型犬もしくは猫1匹のみ・飼養細則・誓約書内容を遵守できる方のみ・無断飼育発覚時は無断飼育違約金として賃料1ヶ月分(破損汚損等の補修費別途実費)■短期解約違約金■12ヶ月未満は賃料2ヶ月・24ヶ月未満は賃料1ヶ月■注意事項■・町費未定・入居開始日や内装仕様など工事内容の変更に伴い、事前告知なく変更が生じる場合がございます（R4.12.5 工事遅延に伴い、入居開始時期が2月上旬から下旬へ変更となりました）,代理,nan,"
",城南
1.5,99132437,2022年12月05日,2022年12月19日,福岡市城南区友丘５丁目12-22  mapを見る,ヴィラ友丘  201,福岡市七隈線金山駅 徒歩17分 駅までmap ,16.8㎡ / 約5.08坪,nan,ワンルーム,洋7, 南東,nan,nan,nan,無,nan,　,nan,nan,無,無,nan,無,nan,2000円,無,無,有 ジェイリース（400円/月　保証料）※契約者や条件によっては、内容が変更になる場合があります。,"25,000円",有※契約者や条件によっては、内容が変更になる場合があります。,旧賃料22000円 ,nan,nan,町費：200円 / 月くらシード24：800円 / 月火災保険：800円 / 月,nan,2年,nan,nan,nan,木造,nan,nan,地上2階建,2階部分,1993[H5]年3月,空家,相談　,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 収納スペース　 ガスコンロ設置可　 洗濯機置場　 ロフト　 フローリング　 バルコニー　 出窓　 全居室フローリング　,ペット不可　 日当り良好　 閑静住宅街　 角部屋　 フリーレント　 最上階　 眺望良好　,"□契約内容□・契約開始日より12ヶ月未満での解約は家賃2ヶ月分、 　24ヶ月未満での解約は家賃1ヶ月分を申し受けます。・退去時ハウスクリーニング代として3.3万円(税込)+故意過失による損傷損耗は実費。・消毒代: 16,500円・事務手数料: 5,500円・鍵交換料: 16,500円・保証会社: 加入要（ジェイリース） 　25,000円　月400円保証料・解約予告: 1ヶ月前 減額プランの場合【特約は通常プラン参照】 初期費用減額プラン【iPac】詳細 家賃・・・・契約月日割りフリーレント 水町費・・・契約月日割りフリーレント  くらシード24・契約月フリーレント保険代・・・パック料に含む 鍵代・・・・家主負担  保証料・・・家主負担　※保証会社によっては更新料有り パック料金・10,000円※契約開始日より24ヶ月未満での解約はFR期間分家賃をお支払いただきます。 合計　10,000円で契約可能ですヽ(´▽｀)/ お気軽にお問い合わせください。  空室募集専用サイト　⇒　https://inet.bukkaku.jp/ 営業時間10：00～18：00 店休日　日曜日　（正月・GW・お盆　はお休みします）",代理,斉藤,"
										TEL：092-737-7051
										メールアドレス：kanri@inet-hre.com
",城南
3.2,99225434,2022年12月05日,2022年12月19日,福岡市城南区別府３丁目2-35  mapを見る,ステイタスガーデン別府  308,福岡市七隈線別府駅 徒歩2分 駅までmap 福岡市七隈線六本松駅 徒歩12分 駅までmap 別府駅前バス停 徒歩1分 ,壁芯19.6㎡ / 約5.93坪,nan,ワンルーム,nan,nan,nan,福岡市立別府小学校　距離725ｍ,福岡市立城西中学校　距離541ｍ,無,nan,　,nan,nan,無,無,実費,無,nan,無,3000円,無,有 全保連・日本セーフティー※契約者や条件によっては、内容が変更になる場合があります。,nan,有、14000円、2年、家財火災保険（例）※契約者や条件によっては、内容が変更になる場合があります。,nan,nan,nan,24時間サポート：880円 / 月,nan,2年,nan,巡回,nan,ＲＣ,nan,nan,地上6階建,3階部分,1989[H1]年7月,空家,即時　,バルコニー　,nan,nan,代理,nan,"
",城南
5.9,99312895,2022年12月05日,2022年12月19日,福岡市城南区東油山１丁目8-未定  mapを見る,仮称 プレステージ城南区東油山  303,油山団地口バス停 徒歩1分 ,31.13㎡ / 約9.42坪,nan,1LDK,ＬＤＫ8.6／洋3.4, 西,nan,nan,nan,空有　7700円,自走（平置きも含む）,　,nan,nan,無,無,実費,無,nan,無,4000円,無,有 スマート保証※契約者や条件によっては、内容が変更になる場合があります。,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,nan,nan,nan,トーマスclub：880円 / 月,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上5階建,3階部分,2023[R5]年2月（新築）,未完成,予定　2023年2月下旬,プロパンガス　 冷房　 暖房　 エアコン　 給湯　 追焚機能　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 収納スペース　 システムキッチン　 カウンターキッチン　 洗面台　 室内洗濯機置場　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 ２口コンロ　 インターネット使い放題　 独立洗面脱衣所　 防犯カメラ　 インターネット対応　 シューズボックス　 敷地内ゴミ置き場　,ペット相談可　 小型犬可　 猫可　 角部屋　,■ペット飼育条件■・礼金１ヶ月追加・小型犬もしくは猫1匹のみ・飼養細則・誓約書内容を遵守できる方のみ・無断飼育発覚時は無断飼育違約金として賃料1ヶ月分(破損汚損等の補修費別途実費)■短期解約違約金■12ヶ月未満は賃料2ヶ月・24ヶ月未満は賃料1ヶ月■注意事項■・町費未定・入居開始日や内装仕様など工事内容の変更に伴い、事前告知なく変更が生じる場合がございます（R4.12.5 工事遅延に伴い、入居開始時期が2月上旬から下旬へ変更となりました）,代理,nan,"
",城南
3.5,99277144,2022年12月05日,2022年12月19日,福岡市城南区別府３丁目7-9  mapを見る,コンドミニアム中村学園前  403,福岡市七隈線別府駅 徒歩3分 駅までmap 福岡市七隈線茶山駅 徒歩13分 駅までmap 福岡市七隈線六本松駅 徒歩14分 駅までmap ,壁芯21.17㎡ / 約6.40坪,nan,1K,nan,nan,nan,nan,nan,無,nan,　,nan,nan,無,無,実費,無,nan,無,2500円,無,有 ジェイリース※契約者や条件によっては、内容が変更になる場合があります。,家賃総額80％～,有、17000円、2年、東京海上ウエスト少額短期保険（例）※契約者や条件によっては、内容が変更になる場合があります。,無,鍵交換代：1万3200円,nan,24時間安心サポート：700円 / 月,nan,2年,nan,巡回,nan,ＲＣ,nan,nan,地上8階建,4階部分,1996[H8]年3月,空家,即時　,エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 収納スペース　 洗濯機置場　 室内洗濯機置場　 バルコニー　 エレベーター　 シューズボックス　,ペット不可　 角部屋　,nan,代理,nan,"
",城南
5.0,99299400,2022年12月06日,2022年12月20日,福岡市城南区田島２丁目13-43  周辺mapを見る,光ハイツ田島 ,福岡市七隈線別府駅 徒歩7分 福岡市七隈線茶山駅 徒歩11分 福岡市七隈線六本松駅 徒歩15分 ,50.38㎡ / 約15.24坪,nan,2LDK,和 6　洋 4.5, 南,nan,nan,nan,空有　7700円,nan,　,nan,nan,1ヶ月,2ヶ月,nan,無,nan,3000円,nan,300円,nan,nan,有、15000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,定期借家,2年,nan,巡回,nan,鉄骨造,nan,nan,地上2階建,1階部分,1989[H1]年12月,空家,相談　,都市ガス　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ガスコンロ設置可　 室内洗濯機置場　 フローリング　 テラス　 庭　 駐輪場　,二人入居可　 角部屋　,２口ガスコンロ可南向き日当たり良好,専任媒介,nan,"
",城南
3.7,98764091,2022年12月06日,2022年12月20日,福岡市城南区松山２丁目36-20  mapを見る,リブレア七隈駅前Ｂ棟  203,福岡市七隈線七隈駅 徒歩4分 駅までmap 福岡市七隈線福大前駅 徒歩12分 駅までmap 福岡市七隈線金山駅 徒歩13分 駅までmap 七隈四角バス停/徒歩3分,25.14㎡ / 約7.60坪,nan,1K,洋8, 西,nan,nan,nan,空無,nan,　,nan,nan,無,無,nan,無,nan,3000円,nan,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,オゾン消毒費：1万8000円,nan,nan,nan,2年,nan,nan,nan,木造,nan,nan,地上2階建,2階部分,2006[H18]年3月,居住中,相談　2023年1月中旬,プロパンガス　 エアコン　 バス・トイレ別　 ウォークインクローゼット　 洗面所　 洗面台　 シャンプードレッサー　 室内洗濯機置場　 フローリング　 ディンプルキー　 バルコニー　 ＴＶモニタ付きインターホン　 駐輪場　,閑静住宅街　 角部屋　,nan,代理,nan,"
",城南
