家賃,物件番号,情報更新日,次回更新予定日,所在地,建物名,沿線・駅・交通,専有面積,専用庭面積,間取り,間取り内訳,バルコニー,サービスルーム数,小学校区,中学校区,駐車場,駐車場：形式,駐車場：状況,駐車場備考,駐車場敷金,敷金,礼金,精算方式,保証金,保証金償却,管理費,共益費,雑費,家賃保証会社,家賃保証・保証費用等,保険,更新料,その他一時金,施設費用,その他費用,賃貸借区分,契約期間,特優賃区分,管理員の勤務形態,敷地延長,建物構造,建物工法,最適用途,階建,階,築年月,現況,入居可能時期,設備,特記事項,備考,取引態様,担当者,担当者連絡先,市区
2.5,99268652,2022年12月05日,2022年12月19日,福岡市早良区西新５丁目7-4  mapを見る,メゾンドクレマン  208,福岡市空港線西新駅 徒歩8分 駅までmap 福岡市空港線藤崎駅 徒歩10分 駅までmap 福岡市七隈線別府駅 徒歩23分 駅までmap ,壁芯16.2㎡ / 約4.90坪,nan,1K,nan,nan,nan,福岡市立高取小学校　距離566ｍ,私立西南学院中学校　距離1325ｍ,空無,nan,　,nan,nan,無,無,nan,無,nan,5000円,無,無,有 アーク※契約者や条件によっては、内容が変更になる場合があります。,nan,有※契約者や条件によっては、内容が変更になる場合があります。,旧賃料11000円 ,水道代：2500円,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上6階建,2階部分,1990[H2]年6月,空家,即時　,都市ガス　 エアコン　 トイレ　 シャワー　 ＣＡＴＶ　 ＢＳ端子　 収納スペース　 システムキッチン　 フローリング　 バルコニー　 エレベーター　 オートロック　 全居室フローリング　,nan,nan,一般媒介,翁長　平日9～19時,"
										TEL：080-6144-2740
",早良
4.1,99287633,2022年12月05日,2022年12月13日,福岡市早良区百道２丁目１４番９号  mapを見る,セントラルビレッジ百道  3007,福岡市空港線藤崎駅 徒歩3分 駅までmap ,27.2㎡ / 約8.23坪,nan,1DK,ＤＫ5／洋6, 南東 4.16㎡,nan,nan,nan,空有　9000円,nan,　,nan,nan,1.8万円,1ヶ月 / 4.1万円,nan,無,nan,無,2000円,無,有,全保連株式会社　初回50％更新有。1年毎1万円。　学生は初回1万円。1年毎1万円,有、20000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,鍵交換代（入居時）：1万2100円,nan,水道代（定額）：2300円 / 月町費：200円 / 月,nan,1年,nan,nan,nan,ＲＣ,nan,nan,地上5階建,3階部分,1988[S63]年2月,空家,相談　,エアコン　 トイレ　 バス・トイレ別　 シャワー　 システムキッチン　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 駐輪場　 オール電化　 ２口コンロ　 タンク式電気給湯器　 インターネット使い放題　 防犯カメラ　 シューズボックス　 押入れ　,ペット不可　,オール電化・敷地内駐車場空き有♪☆オートロック・オール電化・インターネット無料♪　　☆敷地内駐車場空有・サイズ要確認・屋根付１００００円・屋根無９０００円。　　リモコン保証料１８０００円。　　※内装後入居,専任媒介,nan,"
",早良
3.2,99315858,2022年12月05日,2022年12月19日,福岡市早良区曙２丁目9-3  mapを見る,ポルトス西新  402,福岡市空港線西新駅 徒歩15分 駅までmap 福岡市七隈線茶山駅 徒歩21分 駅までmap 福岡市七隈線別府駅 徒歩15分 駅までmap ,壁芯18.27㎡ / 約5.53坪,nan,1K,洋6, 南,nan,福岡市立高取小学校　距離851ｍ,福岡市立城南中学校　距離1004ｍ,無,nan,　,nan,nan,無,1ヶ月,実費,無,nan,無,3000円,無,有 ジェイリース※契約者や条件によっては、内容が変更になる場合があります。,nan,有※契約者や条件によっては、内容が変更になる場合があります。,nan,nan,nan,くらしーど２４：660円 / 月口座振替手数料：330円 / 月水道代：2850円 / 月町費：150円 / 月,nan,2年,nan,巡回,nan,ＲＣ,nan,nan,地上4階建,4階部分,1989[H1]年9月,空家,相談　,プロパンガス　 冷房　 暖房　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 収納スペース　 システムキッチン　 洗濯機置場　 フローリング　 バルコニー　 オートロック　 インターネット使い放題　 ＣＡＴＶインターネット　 シューズボックス　 敷地内ゴミ置き場　,ペット不可　 日当り良好　 外観タイル張り　 最上階　,※現況優先。,代理,nan,"
										TEL：080-3409-8279
",早良
5.3,98693070,2022年12月05日,2022年12月19日,福岡市早良区城西３丁目５－１  mapを見る,ノエル城西  301,福岡市空港線西新駅 徒歩6分 城西１丁目バス停 徒歩4分 駅までmap 福岡市空港線藤崎駅 徒歩18分 駅までmap ,23.78㎡ / 約7.19坪,nan,1K,洋8, 北,nan,nan,nan,空無,nan,　,nan,nan,無,2ヶ月 / 10.6万円,nan,無,nan,無,3000円,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,鉄骨造,nan,nan,地上3階建,3階部分,2000[H12]年7月,居住中,相談　,プロパンガス　 電気　 上水道　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 ＢＳ端子　 室内洗濯機置場　 ロフト　 オートロック　 駐輪場　 出窓　 インターネット使い放題　 独立洗面脱衣所　,nan,物件の目の前におしゃれなコーヒー屋さんもありますよ～！徒歩圏内にスーパーや商店街もあります！駐車場の空きについては要確認,専任媒介,nan,"
",早良
2.1,99108514,2022年12月05日,2022年12月19日,福岡市早良区原１丁目35-9  mapを見る,アイリス原  206,福岡市空港線藤崎駅 徒歩13分 駅までmap 福岡市空港線室見駅 徒歩16分 駅までmap 福岡市空港線西新駅 徒歩22分 駅までmap ,17.11㎡ / 約5.18坪,nan,1K,nan,無,nan,nan,nan,無,nan,　,nan,nan,無,無,nan,無,nan,無,3000円,無,有 確認ください（全保連　月額合計100％ジェイリース　月額合計80％日本セーフティ：月額合計80％～100％）※契約者や条件によっては、内容が変更になる場合があります。,nan,有、17000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,町費：300円 / 月共益費：3000円 / 月シード24：840円 / 月口座振替手数料：400円 / 月,nan,1年,nan,nan,nan,木造,nan,nan,地上2階建,2階部分,1987[S62]年3月,空家,即時　,都市ガス　 エアコン　 給湯　 トイレ　 収納スペース　 ＩＨクッキングヒーター　 洗濯機置場　 ロフト　 ＴＶモニタ付きインターホン　 インターネット使い放題　,日当り良好　 角部屋　,退去時クリーニング：21000円,代理,nan,"
",早良
2.9,99311188,2022年12月05日,2022年12月19日,福岡市早良区原４丁目８－８  周辺mapを見る,エスポワールドミ藤崎南  216,福岡市空港線室見駅 徒歩23分 原４丁目バス停 徒歩6分 福岡市七隈線次郎丸駅 徒歩29分 ,16.77㎡ / 約5.07坪,nan,ワンルーム,洋7.5, 北,nan,nan,nan,空有,nan,　,nan,nan,無,無,nan,無,nan,無,無,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＳＲＣ,nan,nan,地上6階建,2階部分,1976[S51]年10月,居住中,相談　,電気　 上水道　 下水道　 エアコン　 給湯　 トイレ　 バス・トイレ同　 シャワー　 洗面台　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 ＴＶモニタ付きインターホン　 駐輪場　 防犯カメラ　,nan,駐車場の空きについては要確認,専任媒介,nan,"
",早良
9.0,98503609,2022年12月06日,2022年12月20日,福岡市早良区西新５丁目1-17  mapを見る,アルファコンフォート福岡西新  301,福岡市空港線西新駅 徒歩3分 駅までmap 福岡市空港線唐人町駅 徒歩19分 駅までmap 福岡市空港線藤崎駅 徒歩9分 駅までmap ,28.44㎡ / 約8.60坪,nan,1K,nan, 南東,nan,nan,nan,無,nan,　,nan,nan,無,2ヶ月,nan,無,nan,1万円,nan,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,オゾン消毒費：1万8000円,nan,nan,nan,2年,nan,nan,nan,ＳＲＣ,nan,nan,地上14階建,3階部分,1992[H4]年5月,空家,相談　,都市ガス　 エアコン　 バス・トイレ別　 冷蔵庫　 ＩＨクッキングヒーター　 洗面台　 フローリング　 照明器具付き　 エレベーター　 宅配ボックス　 駐輪場　 24時間セキュリティ　,角部屋　,nan,貸主,nan,"
",早良
3.7,99307722,2022年12月05日,2022年12月19日,福岡市早良区田隈２丁目31-16  mapを見る,セジュール田隈 A 202,福岡市七隈線賀茂駅 徒歩11分 駅までmap ,壁芯26.79㎡ / 約8.10坪,nan,1DK,ＤＫ5.2／洋6,nan,nan,福岡市立田隈小学校　距離640ｍ,福岡市立田隈中学校　距離674ｍ,空有　5000円,nan,　,手数料として一カ月,nan,無,1ヶ月 / 3.7万円,実費,無,nan,無,2000円,無,有 ニッポンインシュア（毎年更新1万円　引落手数料330円）※契約者や条件によっては、内容が変更になる場合があります。,50％,有、17000円、2年、エイワン少額短期保険（例）※契約者や条件によっては、内容が変更になる場合があります。,無,室内消毒料：3万8500円鍵交換費用(1カ所）：1万6500円鍵交換費用(2カ所）：3万3000円,nan,ペット共益費：3000円 / 月引落手数料：330円 / 月,nan,2年,nan,nan,nan,軽量鉄骨,nan,nan,地上2階建,2階部分,1989[H1]年12月,空家,相談　,エアコン　 トイレ　 バス・トイレ別　 シャワー　 室内洗濯機置場　 フローリング　 バルコニー　 駐輪場　 オール電化　,ペット相談可　 日当り良好　 最上階　,"猫飼育は要相談 犬猫多頭飼い不可☆初期費用等☆2年契約（自動更新）更新事務手数料無し礼金1カ月火災保険料2年間17,000円鍵交換費用（1カ所）16,500円、（2カ所）33,000円保証会社　ニッポンインシュア引落手数料含む月額家賃50％　毎年更新1万円1年未満の退去の際は家賃（共益費等を含む）1カ月分、故意過失実費～ペット飼育の場合～ペット共益費月額3,000円室内消毒料38,500円",代理,nan,"
										メールアドレス：nakamura@nishijimakousan.jp
",早良
5.0,99281873,2022年12月06日,2022年12月20日,福岡市早良区室見３丁目12-29  周辺mapを見る,グリーンハイツ室見  302,福岡市空港線室見駅 徒歩7分 ,33㎡ / 約9.98坪,nan,1DK,洋 7　DK 7, 南,nan,nan,nan,近隣確保　1万2100円,nan,　,nan,nan,無,無,nan,無,nan,無,3000円,無,有 ジェイリース　月額賃料総額５０％　（月額保証料を除く）※契約者や条件によっては、内容が変更になる場合があります。,nan,有、18000円、2年、ｅ－Ｎｅｔ少額短期（例）※契約者や条件によっては、内容が変更になる場合があります。,無,駐輪ステッカー１台：100円退去時清掃代：2万2000円,nan,月額保証料：1000円 / 月町費：300円 / 月,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上3階建,3階部分,1984[S59]年3月,空家,相談　,都市ガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 収納スペース　 洗面台　 洗濯機置場　 室内洗濯機置場　 フローリング　 照明器具付き　 バルコニー　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 火災報知機　,閑静住宅街　 最上階　,☆ユニットバス一式新品交換！☆可動棚新設予定！☆宅配ボックス新設☆敷金・礼金ゼロ！☆ＡＬ付きで防犯面も安心、女性でも安心です！☆南向き日当たり良好☆エアコン付き！ダイソーまで徒歩１分！※現況優先※２年未満解約時、違約金賃料１ヵ月分※月額保証料には口座振替手数料と２４時間サポート料を含む。※照明設備（キッチン）※保険料は当社目安料金。料金変更可能。※近隣駐車場有：敷金２ヶ月・先着順※近隣駐車場の賃料の支払いを口座振替する場合別途手数料がかかります。,一般媒介,nan,"
",早良
2.8,99205856,2022年12月06日,2022年12月20日,福岡市早良区昭代２丁目5-29  周辺mapを見る,ピオーレ昭代  201,福岡市空港線西新駅 徒歩13分 福岡市空港線藤崎駅 徒歩12分 ,21.2㎡ / 約6.41坪,nan,1K,洋 7.5,nan,nan,nan,nan,空無　8000円,nan,　,nan,nan,無,無,nan,無,nan,無,3000円,無,有 全保連　等※契約者や条件によっては、内容が変更になる場合があります。,nan,有、2年※契約者や条件によっては、内容が変更になる場合があります。,無,消毒料：1万1000円,nan,nan,nan,2年,nan,nan,nan,鉄骨造,nan,nan,地上3階建,2階部分,2000[H12]年1月,空家,相談　,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 収納スペース　 ガスコンロ設置可　 洗濯機置場　 ロフト　 駐輪場　,閑静住宅街　 角部屋　,nan,代理,nan,"
",早良
3.5,98211317,2022年12月06日,2022年12月20日,福岡市早良区百道２丁目１０－１１  mapを見る,百道ハイツ  301,福岡市空港線藤崎駅 徒歩3分 早良口（姪浜側）バス停 徒歩1分 駅までmap 福岡市空港線室見駅 徒歩6分 駅までmap ,26.34㎡ / 約7.97坪,nan,1DK,和6／ＤＫ5, 西,nan,nan,nan,無,nan,　,nan,nan,無,無,nan,無,nan,無,無,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上5階建,3階部分,1984[S59]年8月,空家,相談　,都市ガス　 電気　 上水道　 エアコン　 給湯　 トイレ　 バス・トイレ同　 シャワー　 ＣＡＴＶ　 洗面台　 洗濯機置場　 フローリング　 インターネット使い放題　,nan,おまけにインターネット無料なんて・・・。信じられますか！？とにかくお手ごろなお家賃！近くに銀行や郵便局、スーパー、コンビ二そろってます☆地下鉄、バスセンターもあって通勤・通学便利♪,専任媒介,nan,"
",早良
3.8,99318832,2022年12月06日,2022年12月20日,福岡市早良区高取１丁目13-1  周辺mapを見る,重美コーポ  101,福岡市空港線藤崎駅 徒歩7分 ,28.75㎡ / 約8.70坪,nan,1DK,洋 6.8　DK 5, 東,nan,nan,nan,nan,nan,　,nan,nan,無,無,nan,無,nan,無,nan,無,有 全保連※契約者や条件によっては、内容が変更になる場合があります。,nan,有、15000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上3階建,1階部分,1986[S61]年3月,空家,即時　,都市ガス　 エアコン　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 収納スペース　 ガスコンロ設置可　 フローリング　 バルコニー　,nan,藤崎駅・商店街近くで便利！水道町内会費月額３０００円・退去時清掃代１６，２００円,一般媒介,nan,"
",早良
3.8,99318361,2022年12月05日,2022年12月19日,福岡市早良区百道２丁目１４番９号  mapを見る,セントラルビレッジ百道  3015,福岡市空港線藤崎駅 徒歩3分 駅までmap ,23.68㎡ / 約7.16坪,nan,1K,Ｋ3／洋6, 北東 4.44㎡,nan,nan,nan,空有　1万円,nan,　,nan,nan,無,1ヶ月 / 3.8万円,nan,無,nan,無,2000円,無,有,全保連株式会社　初回50％1年毎1万円。口座振替必須330円,有、15000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,鍵交換代（入居時）：1万4300円,nan,水道代（定額）：2300円 / 月町費：200円 / 月,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上5階建,3階部分,1988[S63]年2月,空家,即時　,エアコン　 トイレ　 バス・トイレ別　 シャワー　 収納スペース　 システムキッチン　 ＩＨクッキングヒーター　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 駐輪場　 オール電化　 タンク式電気給湯器　 インターネット使い放題　 防犯カメラ　 シューズボックス　,ペット不可　,敷地内駐車場空有♪☆東向き　　☆インターネット接続無料（０ＮＥＴ＋）　　☆オートロック・エレベーター・オール電化　　※敷地内駐車場空き有。屋根付１００００円屋根無９０００円リモコン保証料１８０００円,専任媒介,nan,"
",早良
4.6,98406354,2022年12月06日,2022年12月20日,福岡市早良区城西２丁目３－５４  mapを見る,サンシャイン城西  101,福岡市空港線西新駅 徒歩10分 駅までmap 福岡市空港線藤崎駅 徒歩22分 駅までmap 福岡市七隈線六本松駅 徒歩17分 駅までmap ,23.79㎡ / 約7.20坪,nan,1K,洋8,nan,nan,nan,nan,空有　1万1000円,nan,　,nan,nan,無,2ヶ月 / 9.2万円,nan,無,nan,無,無,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上4階建,1階部分,2001[H13]年3月,居住中,相談　,都市ガス　 電気　 上水道　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 ＢＳ端子　 洗面台　 室内洗濯機置場　 フローリング　 バルコニー　 オートロック　 宅配ボックス　 インターネット使い放題　 防犯カメラ　,nan,オートロック、防犯カメラ付きでセキュリティもばっちりです。都市ガス、ガスコンロ、室内洗濯機置き場など設備充実。西新駅まで徒歩10分。スーパーもコンビニもドラックストアも徒歩圏内でとても生活しやすいですよ。駐車場の空きについては要確認,専任媒介,nan,"
",早良
7.3,99307398,2022年12月06日,2022年12月20日,福岡市早良区南庄３丁目２４－１２  mapを見る,スウィングハイツ  303,福岡市空港線室見駅 徒歩13分 南庄３丁目バス停 徒歩3分 駅までmap 福岡市空港線藤崎駅 徒歩20分 駅までmap ,63.92㎡ / 約19.34坪,nan,2LDK,ＬＤＫ17／洋6／和6, 南東,nan,nan,nan,空有　6600円,nan,　,nan,nan,無,2ヶ月 / 14.6万円,nan,無,nan,無,無,無,nan,nan,有、20000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上4階建,3階部分,1987[S62]年3月,空家,相談　,都市ガス　 電気　 上水道　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＣＡＴＶ　 システムキッチン　 室内洗濯機置場　 フローリング　 バルコニー　 駐輪場　 ２口コンロ　,nan,駐車場の空きについては要確認,専任媒介,nan,"
",早良
9.9,98932803,2022年12月06日,2022年12月20日,福岡市早良区室見１丁目３－１６  mapを見る,グランド・ビスタ室見  201,福岡市空港線室見駅 徒歩1分 駅までmap 福岡市空港線藤崎駅 徒歩8分 駅までmap 福岡市空港線姪浜駅 徒歩21分 駅までmap ,74.1㎡ / 約22.42坪,nan,3LDK,洋5／和6／和6／ＬＤＫ9.6, 西,nan,nan,nan,空有　1万4300円,nan,　,nan,1万3000円,無,2ヶ月 / 19.8万円,nan,無,nan,無,5000円,無,nan,nan,有、22000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上8階建,2階部分,1992[H4]年1月,居住中,相談　,都市ガス　 電気　 上水道　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 システムキッチン　 シャンプードレッサー　 室内洗濯機置場　 フローリング　 エレベーター　 オートロック　 宅配ボックス　 駐輪場　 出窓　 インターネット使い放題　 独立洗面脱衣所　,nan,インターネット使い放題です。スーパー、コンビニ、ドラックストアなど全て徒歩圏内で揃います。都市ガス、宅配ＢＯＸ、オートロック、３口コンロのシステムキッチンなど設備充実しております。駐車場の空きについては要確認,専任媒介,nan,"
",早良
4.0,99160447,2022年12月05日,2022年12月19日,福岡市早良区原１丁目39-14  mapを見る,ウイングコート藤崎  302,福岡市空港線藤崎駅 徒歩16分 駅までmap 福岡市空港線室見駅 徒歩20分 駅までmap 福岡市空港線西新駅 徒歩29分 駅までmap ,22.8㎡ / 約6.90坪,nan,1K,nan,nan,nan,福岡市立大原小学校　距離663ｍ,福岡市立高取中学校　距離403ｍ,無,nan,　,nan,nan,無,無,実費,無,nan,無,3000円,無,"有 全保連（初回保証料50％(継続保証料10,000円/年)）※契約者や条件によっては、内容が変更になる場合があります。",nan,有、15000円、2年、賃貸住宅居住者総合保険（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,町費：200円 / 月24サポート代：500円 / 月,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上6階建,3階部分,1989[H1]年1月,空家,相談　,都市ガス　 トイレ　 バス・トイレ同　 シャワー　 収納スペース　 ガスコンロ設置可　 フローリング　 バルコニー　 オートロック　 全居室フローリング　,ペット相談可　 小型犬可　 猫可　,"・初期費用 　火災保険料　15,000円～ 　 ※金額につきましてはお問い合わせ下さい。 　鍵交換代　16,500円（税込）　・退去時クリーニング代　55,000円（税込）　故意・過失等による汚損破損等があれば別途実費精算　・更新事務手数料(2年毎)　16,500円(税込) ・短期解約違約金　1年未満月額総額家賃2ヶ月、1年以上2年未満月額総額家賃1ヶ月分※ペット飼育(小型犬・猫)の場合礼金1ヶ月　頭数によっては条件が変更となる可能性があります。※エアコンが設置されている場合はサービス設置品となります。",代理,nan,"
",早良
6.0,99196406,2022年12月05日,2022年12月19日,福岡市早良区西新４丁目３－２０  mapを見る,フェリクス西新  605,福岡市空港線西新駅 徒歩1分 西新４丁目バス停 徒歩1分 駅までmap ,35.55㎡ / 約10.75坪,nan,ワンルーム,洋14,nan,nan,nan,nan,空無,nan,　,nan,nan,無,1ヶ月 / 6万円,nan,無,nan,無,2150円,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＳＲＣ,nan,nan,地上13階建,6階部分,1996[H8]年3月,空家,相談　,都市ガス　 電気　 上水道　 下水道　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 駐輪場　 防犯カメラ　,nan,駐車場の空きについては要確認,専任媒介,nan,"
",早良
15.7,99266359,2022年12月06日,2022年12月20日,福岡市早良区百道浜１丁目５－１  mapを見る,シーサイドももちイーストステージ　２号棟  103,福岡市空港線西新駅 徒歩13分 駅までmap ,79.79㎡ / 約24.14坪,nan,3LDK,和 8･6　洋 4,nan,nan,nan,nan,空有　駐車場代無料,nan,　,nan,nan,無,2ヶ月,nan,無,nan,無,nan,660円,有 月額賃料５０％～１００％（全保連）※契約者や条件によっては、内容が変更になる場合があります。,nan,有、21000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,駐輪場　有：500円 / 月,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上8階建,1階部分,1989[H1]年3月,空家,相談　,都市ガス　 給湯　 トイレ　 バス・トイレ別　 ＣＡＴＶ　 収納スペース　 システムキッチン　 洗面所　 シャンプードレッサー　 室内洗濯機置場　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 駐輪場　,分譲タイプ　,駐輪場代１台につき５００円／月ＴＶはＣＡＴＶ加入要６６０円／月初回工事費８８００円,一般媒介,nan,"
",早良
8.5,99286384,2022年12月06日,2022年12月20日,福岡市早良区室見５丁目１－２２  周辺mapを見る,第２門司ビル  201,福岡市空港線室見駅 徒歩1分 ,66.43㎡ / 約20.10坪,nan,3LDK,和 8･6　洋 5　LDK 12,nan,nan,nan,nan,空有　1万3200円,nan,　,nan,nan,無,2ヶ月,nan,無,nan,無,無,無,有 全保連月額賃料５０％～１００％※契約者や条件によっては、内容が変更になる場合があります。,nan,有、21000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上6階建,2階部分,1984[S59]年3月,空家,相談　,都市ガス　 給湯　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 収納スペース　 ガスコンロ設置可　 洗面所　 洗面台　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 駐輪場　 防犯カメラ　,角部屋　,nan,一般媒介,nan,"
",早良
13.5,99294995,2022年12月05日,2022年12月19日,福岡市早良区西新２丁目14-17  mapを見る,レリアンス・ヴィラ西新  402,福岡市空港線西新駅 徒歩8分 駅までmap 福岡市空港線唐人町駅 徒歩16分 駅までmap 福岡市空港線藤崎駅 徒歩21分 駅までmap 西鉄バス「西新パレス前」停 4分,壁芯77.76㎡ / 約23.52坪,nan,3LDK,ＬＤＫ15／洋5.7／洋5.6／和8, 11.5㎡,nan,福岡市立西新小学校　距離934ｍ,福岡市立百道中学校　距離1695ｍ,空有　1万4300円,nan,　,屋根なし：11000円/月　　屋根有：14300円/月,nan,3ヶ月,無,敷引 3ヶ月,無,nan,5000円,無,無,有 全保連※契約者や条件によっては、内容が変更になる場合があります。,nan,有、20000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,鍵交換費2ヶ所：3万4100円,nan,町費・CATV基本料：1000円 / 月くらしーど24：770円 / 月,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上5階建,4階部分,1995[H7]年12月,空家,即時　,エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 収納スペース　 洗面台　 室内洗濯機置場　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 独立洗面脱衣所　 和室有　 インターネット対応　 浴室暖房　 押入れ　,ペット不可　 内装リフォーム　,※写真は前入居者入居前写真です,代理,nan,"
										TEL：092-751-2000
",早良
6.3,98195267,2022年12月06日,2022年12月20日,福岡市早良区荒江２丁目８－８  mapを見る,ウェルス荒江  202,福岡市空港線西新駅 徒歩15分 荒江四角バス停 徒歩2分 駅までmap 福岡市空港線藤崎駅 徒歩21分 駅までmap ,38.88㎡ / 約11.76坪,nan,1LDK,ＬＤＫ12／洋5, 南,nan,nan,nan,空有　1万2100円,nan,　,nan,nan,無,1ヶ月 / 6.3万円,nan,無,nan,無,3000円,無,nan,nan,有、20000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＳＲＣ,nan,nan,地上11階建,2階部分,1988[S63]年5月,空家,相談　,都市ガス　 電気　 上水道　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 ＢＳ端子　 カウンターキッチン　 シャンプードレッサー　 室内洗濯機置場　 フローリング　 エレベーター　 オートロック　 駐輪場　 ２口コンロ　 独立洗面脱衣所　,南向き　,駐車場の空きについては要確認,専任媒介,nan,"
",早良
5.2,99310261,2022年12月06日,2022年12月20日,福岡市早良区原団地60-501  mapを見る,原団地60棟  501,福岡市空港線室見駅 徒歩15分 原団地バス停 徒歩5分 駅までmap ,46.27㎡ / 約14.00坪,nan,2LDK,LDK11/洋4.5/和4.5, 南,nan,nan,nan,空有　7000円,nan,　,nan,nan,無,2ヶ月,nan,無,nan,無,nan,無,有 全保連 初回保証委託料 選択式(50％ or 100％)※契約者や条件によっては、内容が変更になる場合があります。,nan,有※契約者や条件によっては、内容が変更になる場合があります。,無,更新事務手数料（更新時）：1万1000円カギ交換費用（契約時）：1万3200円,nan,あんしんサービス会費（月額）：1980円 / 月,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上5階建,5階部分,1968[S43]年7月,空家,相談　,都市ガス　 電気　 上水道　 給湯　 トイレ　 バス・トイレ別　 ＣＡＴＶ　 ガスコンロ設置可　 洗面台　 洗濯機置場　 フローリング　 バルコニー　 独立洗面脱衣所　,日当り良好　 分譲タイプ　 角部屋　 最上階　 南向き　,駐車場：45番区画確保しております。・最上階角部屋!眺望良好です! ※LDKのエアコン、キッチン湯沸かし器はサービス品です。 ※給湯は浴室のみです。,代理,nan,"
",早良
