家賃,物件番号,情報更新日,次回更新予定日,所在地,建物名,沿線・駅・交通,専有面積,専用庭面積,間取り,間取り内訳,バルコニー,サービスルーム数,小学校区,中学校区,駐車場,駐車場：形式,駐車場：状況,駐車場備考,駐車場敷金,敷金,礼金,精算方式,保証金,保証金償却,管理費,共益費,雑費,家賃保証会社,家賃保証・保証費用等,保険,更新料,その他一時金,施設費用,その他費用,賃貸借区分,契約期間,特優賃区分,管理員の勤務形態,敷地延長,建物構造,建物工法,最適用途,階建,階,築年月,現況,入居可能時期,設備,特記事項,備考,取引態様,担当者,担当者連絡先,市区
6.2,99201682,2022年12月06日,2022年12月20日,福岡市南区那の川１丁目13－11  周辺mapを見る,小串ビル  406,西鉄天神大牟田線西鉄平尾駅 徒歩13分 那の川バス停 徒歩3分 ,35.6㎡ / 約10.77坪,nan,1LDK,洋 6, 南,nan,nan,nan,空無,nan,　,nan,nan,無,1ヶ月,nan,無,nan,5000円,nan,無,有 全保連　（５０％）※契約者や条件によっては、内容が変更になる場合があります。,nan,無,無,nan,nan,２４時間安心サポート：600円 / 月町費：300円 / 月保険・口座振替料等：1990円 / 月バイク置場　有：1100円 / 月,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上5階建,4階部分,1972[S47]年1月,空家,即時　,都市ガス　 エアコン　 バス・トイレ別　 温水洗浄便座　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　,閑静住宅街　,nan,代理,nan,"
",南
4.0,99293915,2022年12月05日,2022年12月19日,福岡市南区塩原１丁目1-29-20  周辺mapを見る,第二地録ビル  206,西鉄天神大牟田線大橋駅 徒歩8分 鹿児島本線竹下駅 徒歩11分 ,30.8㎡ / 約9.32坪,nan,ワンルーム,洋13.5,nan,nan,nan,nan,無,nan,　,nan,nan,無,1ヶ月,実費,無,nan,無,無,3000円,有 全保連またはジェイリース※契約者や条件によっては、内容が変更になる場合があります。,nan,有※契約者や条件によっては、内容が変更になる場合があります。,無,鍵交換代：1万8700円,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上5階建,2階部分,1983[S58]年1月,空家,即時　,都市ガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 収納スペース　 ガスコンロ設置可　 室内洗濯機置場　 フローリング　 バルコニー　 ＴＶモニタ付きインターホン　,ペット不可　 事務所使用可　,nan,一般媒介,nan,"
",南
5.0,98850647,2022年12月05日,2022年12月19日,福岡市南区井尻１丁目７－７  周辺mapを見る,ジェミニ井尻  405,西鉄天神大牟田線井尻駅 徒歩9分 鹿児島本線笹原駅 徒歩17分 鹿児島本線竹下駅 徒歩23分 ,59.62㎡ / 約18.04坪,nan,3DK,nan, 南,nan,nan,nan,空有　6600円,nan,　,nan,nan,無,無,nan,無,nan,無,2000円,無,nan,nan,有、22000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上5階建,4階部分,1976[S51]年1月,居住中,相談　,プロパンガス　 電気　 上水道　 下水道　 エアコン　 トイレ　 バス・トイレ別　 温水洗浄便座　 ＣＡＴＶ　 バルコニー　 ＴＶモニタ付きインターホン　 駐輪場　 インターネット使い放題　,リノベーション　 南向き　,オールフローリングのタイプのお部屋です！日当たり良好で、洗濯物がしっかり乾きます。専用バルコニーもありお部屋が明るくなりますね！駐車場の空きについては要確認,専任媒介,nan,"
",南
5.8,99308001,2022年12月05日,2022年12月08日,福岡市南区大楠１丁目32-11  mapを見る,第7川崎ビル  506,西鉄天神大牟田線高宮駅 徒歩9分 駅までmap 西鉄天神大牟田線西鉄平尾駅 徒歩14分 駅までmap 西鉄天神大牟田線大橋駅 徒歩24分 駅までmap ,壁芯27㎡ / 約8.17坪,nan,ワンルーム,nan,nan,nan,nan,nan,無,nan,　,nan,nan,無,2ヶ月,実費,無,nan,無,無,300円,無,nan,有、17000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,鍵交換代：1万6500円退去時清掃代：1万6500円,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上7階建,5階部分,1991[H3]年4月,空家,相談　,都市ガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 収納スペース　 システムキッチン　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 ＴＶモニタ付きインターホン　 出窓　 独立洗面脱衣所　 全居室フローリング　 インターネット対応　,ペット不可　 角部屋　,"〇初期費用　礼金　　　116,000円　鍵代　　　16,500円　清掃代　　16,500円　保険　　　17,000円/2年　保証会社　50％事務手数料ありません。",貸主,nan,"
",南
7.4,99318784,2022年12月05日,2022年12月19日,福岡市南区野間１丁目1-9  mapを見る,AMONT光成（アモントコウセイ）  901,西鉄天神大牟田線高宮駅 徒歩3分 駅までmap 西鉄天神大牟田線西鉄平尾駅 徒歩17分 駅までmap 野間四角バス停 徒歩2分 ,壁芯39.12㎡ / 約11.83坪,nan,1LDK,ＬＤＫ9.3／洋5, 南西,nan,福岡市立玉川小学校　距離821ｍ,福岡市立春吉中学校　距離813ｍ,空有　1万3200円,機械,【 屋根状況　屋根あり 】　,■機械式（※車両制限は要確認）,nan,無,1ヶ月,実費,無,nan,無,4000円,無,有 全保連※契約者や条件によっては、内容が変更になる場合があります。,40%　 or　 80%,有、17000円、2年、東京海上ウエスト（例）※契約者や条件によっては、内容が変更になる場合があります。,旧賃料6600円 ,nan,nan,くらしーど：880円 / 月,nan,1年,nan,巡回,nan,ＳＲＣ,nan,nan,地上13階建,9階部分,2008[H20]年2月,居住中,相談　（※1月1日解約予定）,都市ガス　 冷房　 暖房　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 収納スペース　 システムキッチン　 カウンターキッチン　 ガスコンロ設置可　 洗面所　 洗面台　 シャンプードレッサー　 洗濯機置場　 室内洗濯機置場　 浴室乾燥機　 フローリング　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 駐輪場　 ２口コンロ　 独立洗面脱衣所　 防犯カメラ　 防犯セキュリティ　 火災報知機　 全居室フローリング　 玄関収納　 シューズボックス　 敷地内ゴミ置き場　,ペット相談可　 小型犬可　 猫可　 二人入居可　 日当り良好　 閑静住宅街　 角部屋　 外観タイル張り　 眺望良好　 保証人不要　,《注意》※掲載画像　：　前回募集時の為、室内全ての設備・仕様（壁・床の色等）は現況を優先※入居時期　：　退去して3週間～4週間後予定【現況次第で日時がズレる可能性有】※駐車場　　：　機械式の為、車両制限の確認必須。※ペット飼育時、ペット飼育負担金1ヶ月有,代理,nan,"
",南
5.3,98779286,2022年12月05日,2022年12月19日,福岡市南区塩原１丁目１７－１７  mapを見る,ファミュくまもと  102,西鉄天神大牟田線大橋駅 徒歩13分 塩原バス停 徒歩3分 駅までmap 鹿児島本線竹下駅 徒歩5分 駅までmap ,30㎡ / 約9.08坪,nan,2DK,ＤＫ5.3／洋4.7／和6, 南,nan,nan,nan,空無,nan,　,nan,nan,無,1ヶ月 / 5.3万円,nan,無,nan,無,2000円,無,nan,nan,有、20000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,鉄骨造,nan,nan,地上3階建,1階部分,1988[S63]年3月,空家,相談　,都市ガス　 電気　 上水道　 下水道　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 ガスコンロ設置可　 洗面台　 室内洗濯機置場　 専用庭　 宅配ボックス　 駐輪場　 インターネット使い放題　,ペット相談可　 猫可　 南向き　,都市ガスなので光熱費を抑えたい方にもおすすめです。駐車場の空きについては要確認,専任媒介,nan,"
",南
2.6,99268313,2022年12月05日,2022年12月19日,福岡市南区大橋２丁目25-10  mapを見る,ロマネスク大橋レディース  301,西鉄天神大牟田線大橋駅 徒歩10分 駅までmap 鹿児島本線竹下駅 徒歩27分 駅までmap 西鉄天神大牟田線井尻駅 徒歩17分 駅までmap ,壁芯18.63㎡ / 約5.64坪,nan,1K,nan,nan,nan,福岡市立高木小学校　距離893ｍ,福岡市立三宅中学校　距離324ｍ,空無,nan,　,nan,nan,無,無,nan,無,nan,5000円,無,無,有 アーク※契約者や条件によっては、内容が変更になる場合があります。,nan,有※契約者や条件によっては、内容が変更になる場合があります。,旧賃料11000円 ,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上10階建,3階部分,1988[S63]年3月,空家,即時　,都市ガス　 エアコン　 トイレ　 シャワー　 ＣＡＴＶ　 ＢＳ端子　 収納スペース　 システムキッチン　 フローリング　 バルコニー　 エレベーター　 オートロック　 24時間セキュリティ　 オール電化　,nan,nan,一般媒介,翁長　平日9～19時,"
										TEL：080-6144-2740
",南
3.6,99048285,2022年12月06日,2022年12月20日,福岡市南区井尻２丁目32-25  mapを見る,ロマネスク井尻第2  201,西鉄天神大牟田線井尻駅 徒歩8分 駅までmap 鹿児島本線笹原駅 徒歩9分 駅までmap ,20.3㎡ / 約6.14坪,nan,1K,nan, 西,nan,nan,nan,無,nan,　,nan,nan,無,無,nan,無,nan,無,nan,無,有 SEM保証※契約者や条件によっては、内容が変更になる場合があります。,【オリコフォレントインシュアによる審査・口座振替】 ・初回保証料:賃料等月額固定費の50％ ・月額保証料:賃料等月額固定費の1％ ※更新料1年毎10000円,有、11000円、1年、東京海上ウエスト（例）※契約者や条件によっては、内容が変更になる場合があります。,無,更新事務手数料：1万1000円カギ交換費用：1万7600円消毒代（任意）：1万1000円退去時クリーニング代：3万9600円,nan,SEED24：880円 / 月,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上5階建,2階部分,1988[S63]年7月,居住中,相談　,都市ガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 ＩＨクッキングヒーター　 洗面台　 フローリング　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 駐輪場　 敷地内ゴミ置き場　,分譲タイプ　 角部屋　 高齢者相談　 保証人不要　,nan,代理,nan,"
",南
10.0,98246676,2022年12月05日,2022年12月19日,福岡市南区大楠２丁目14番15号  mapを見る,平尾フクセンビル  402,西鉄天神大牟田線西鉄平尾駅 徒歩6分 駅までmap 西鉄天神大牟田線高宮駅 徒歩12分 駅までmap 高宮二丁目バス停 徒歩3分 ,壁芯55.4㎡ / 約16.76坪,nan,2LDK,ＬＤＫ13.5／洋5.1／洋5.1, 南西 7㎡,nan,福岡市立大楠小学校　距離620ｍ,福岡市立高宮中学校　距離315ｍ,近隣確保（30m）　1万6500円,自走（平置きも含む）,【 屋根状況　屋根なし 】　,nan,nan,1ヶ月 / 10万円,2ヶ月 / 20万円,敷引 1ヶ月10万円 ,無,nan,無,3000円,300円,有 全保連※契約者や条件によっては、内容が変更になる場合があります。,nan,有、2年、火災保険（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,巡回,nan,ＲＣ,nan,nan,地上4階建,4階部分,2013[H25]年2月,居住中,予定　2023年1月下旬,給湯　 追焚機能　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＣＡＴＶ　 ＢＳ端子　 ＣＳ　 収納スペース　 システムキッチン　 カウンターキッチン　 ＩＨクッキングヒーター　 洗面所　 洗面台　 シャンプードレッサー　 室内洗濯機置場　 浴室乾燥機　 フローリング　 ディンプルキー　 複層ガラス　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 駐輪場　 24時間換気システム　 24時間セキュリティ　 オール電化　 省エネ給湯器　 独立洗面脱衣所　 防犯カメラ　 防犯セキュリティ　 火災報知機　 全居室フローリング　 インターネット対応　 光ファイバー　 タンクレストイレ　 浴室暖房　 ダブルロックキー　 玄関収納　 シューズボックス　 人感照明センサー　 室内物干機　 ３口コンロ以上　 耐震構造　 敷地内ゴミ置き場　,ペット不可　 二人入居可　 日当り良好　 閑静住宅街　 バリアフリー　 外観タイル張り　 最上階　 眺望良好　 子供可　,人気の校区！駅徒歩６分。駅徒歩６分のオール電化マンションです。人気の校区で、博多駅方面、天神方面に交通利便良好。居住設備にもいろいろとこだわりがあります。,貸主,烏山,"
										TEL：090-434-4223
",南
2.7,99062535,2022年12月06日,2022年12月20日,福岡市南区高宮３丁目9-3  mapを見る,ホットスタッフビル  305,西鉄天神大牟田線高宮駅 徒歩4分 駅までmap ,16.5㎡ / 約4.99坪,nan,ワンルーム,nan, 西,nan,nan,nan,空無,nan,　,nan,nan,無,無,nan,無,nan,3000円,nan,無,nan,nan,有、11000円、1年、東京海上ウエスト（例）※契約者や条件によっては、内容が変更になる場合があります。,無,カギ交換費用：1万7600円消毒代（任意）：1万円更新事務手数料：1万1000円退去時清掃代：3万3000円,nan,水町費：2750円 / 月緊急サポート（SEE：880円 / 月,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上5階建,3階部分,1987[S62]年3月,空家,即時　,エアコン　 トイレ　 ＩＨクッキングヒーター　 洗面台　 洗濯機置場　 フローリング　 バルコニー　 オール電化　,日当り良好　 角部屋　 保証人不要　,nan,貸主,nan,"
",南
3.6,98759525,2022年12月05日,2022年12月19日,福岡市南区向野１丁目10-16  mapを見る,ブルージュハイム  111,西鉄天神大牟田線高宮駅 徒歩8分 駅までmap 西鉄天神大牟田線大橋駅 徒歩11分 駅までmap 鹿児島本線竹下駅 徒歩21分 駅までmap ,24.12㎡ / 約7.30坪,nan,1DK,洋6／ＤＫ4.5, 南西,nan,nan,nan,空有　1万1000円,自走（平置きも含む）,【 屋根状況　屋根なし 】　,nan,nan,無,無,実費,無,nan,2000円,無,無,有 オリコ（更新料10000円/年額）※契約者や条件によっては、内容が変更になる場合があります。,初回保証料15000円、月額手数料594円,有※契約者や条件によっては、内容が変更になる場合があります。,旧賃料11000円 ,鍵交換代：1万6500円消毒代：1万4300円,nan,町費：250円 / 月安心サポート：880円 / 月家財保険：1000円 / 月,nan,2年,nan,nan,nan,軽量鉄骨,nan,nan,地上2階建,1階部分,1986[S61]年2月,空家,即時　,都市ガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 ＢＳ端子　 収納スペース　 ガスコンロ設置可　 洗面所　 洗面台　 シャンプードレッサー　 室内洗濯機置場　 フローリング　 バルコニー　 ＴＶモニタ付きインターホン　 独立洗面脱衣所　 シューズボックス　 敷地内ゴミ置き場　,ペット不可　,※リフォーム物件♪※敷地内、自転車以外の駐輪不可。退去時清掃代30000円(税別）,代理,nan,"
",南
3.6,99316636,2022年12月05日,2022年12月19日,福岡市南区大楠１丁目13-28  mapを見る,グランノエル  203,西鉄天神大牟田線高宮駅 徒歩12分 駅までmap 西鉄天神大牟田線西鉄平尾駅 徒歩17分 駅までmap 鹿児島本線竹下駅 徒歩23分 駅までmap ,18㎡ / 約5.45坪,nan,1K,洋5.9,nan,nan,nan,nan,無,nan,　,nan,nan,無,無,nan,無,nan,3000円,nan,無,nan,nan,有※契約者や条件によっては、内容が変更になる場合があります。,nan,nan,nan,保険：1000円 / 月安心サポート：880円 / 月町費：250円 / 月,nan,2年,nan,nan,nan,木造,nan,nan,地上2階建,2階部分,2006[H18]年2月,居住中,相談　,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ロフト　 フローリング　 バルコニー　 ＴＶモニタ付きインターホン　 敷地内ゴミ置き場　,角部屋　 最上階　,退去時清掃代として30000円(税別）を申し受けるものとする,一般媒介,nan,"
",南
6.7,99252784,2022年12月06日,2022年12月20日,福岡市南区大橋２丁目19-10  mapを見る,アルファレガロ大橋  1005,西鉄天神大牟田線大橋駅 徒歩6分 駅までmap 西鉄天神大牟田線高宮駅 徒歩24分 駅までmap 西鉄天神大牟田線井尻駅 徒歩20分 駅までmap 西鉄大橋駅（西鉄バス）徒歩6分,26.12㎡ / 約7.90坪,nan,1K,洋7, 東,nan,nan,nan,空有　1万5000円,nan,　,nan,nan,1ヶ月,1ヶ月,nan,無,nan,5000円,nan,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,抗菌処理費：1万4000円,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上12階建,10階部分,2022[R4]年7月（新築）,空家,相談　,都市ガス　 エアコン　 追焚機能　 バス・トイレ別　 ＢＳ端子　 ＣＳ　 ＩＨクッキングヒーター　 洗面所　 洗面台　 室内洗濯機置場　 浴室乾燥機　 フローリング　 バルコニー　 エレベーター　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 24時間換気システム　,日当り良好　 角部屋　,nan,貸主,nan,"
",南
3.2,99312787,2022年12月05日,2022年12月19日,福岡市南区塩原３丁目１６－１３  周辺mapを見る,プログレス大橋  406,西鉄天神大牟田線大橋駅 徒歩6分 鹿児島本線竹下駅 徒歩10分 西鉄天神大牟田線高宮駅 徒歩23分 ,21㎡ / 約6.35坪,nan,1K,nan, 南東,nan,nan,nan,無,nan,　,nan,nan,無,無,nan,無,nan,無,無,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上7階建,4階部分,1990[H2]年2月,空家,相談　,都市ガス　 電気　 上水道　 下水道　 エアコン　 給湯　 トイレ　 バス・トイレ同　 シャワー　 ＣＡＴＶ　 洗面台　 洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 駐輪場　 インターネット使い放題　 防犯カメラ　,nan,nan,専任媒介,nan,"
",南
6.3,99312015,2022年12月06日,2022年12月20日,福岡市南区野間１丁目19-18  mapを見る,フォレストハウス野間A  101,西鉄天神大牟田線高宮駅 徒歩9分 神田町1丁目バス停 徒歩3分 駅までmap ,44.71㎡ / 約13.52坪,nan,1LDK,LDK13.4x6.3, 南東,nan,玉川小学校　距離480ｍ,春吉中学校　距離800ｍ,空有　1万3200円,nan,　,nan,nan,1ヶ月,1ヶ月,nan,無,nan,無,2000円,無,nan,nan,有、18000円、2年、エポス少額短期保険（例）※契約者や条件によっては、内容が変更になる場合があります。,11000円 ,町費：300円FUSO SUPPORT24（契約時）：880円カギ交換費用（契約時）：2万9700円,nan,nan,nan,2年,nan,nan,nan,木造,nan,nan,地上2階建,1階部分,2012[H24]年1月,空家,期日指定　2022年12月中旬,プロパンガス　 電気　 上水道　 エアコン　 給湯　 追焚機能　 トイレ　 バス・トイレ別　 温水洗浄便座　 ＣＡＴＶ　 ＢＳ端子　 システムキッチン　 ＩＨクッキングヒーター　 洗面台　 シャンプードレッサー　 室内洗濯機置場　 フローリング　 複層ガラス　 専用庭　 ＴＶモニタ付きインターホン　 駐輪場　 独立洗面脱衣所　,二人入居可　 角部屋　,駐車場：隣接駐車場有りWロック・ガス3点式給湯・シャワー・IH+ラジエント2口コンロ・1Fシャッター・クローゼット,代理,nan,"
",南
3.3,99219334,2022年12月05日,2022年12月19日,福岡市南区曰佐３丁目25-9  mapを見る,ハイツ小田  ,博多南線博多南駅 徒歩28分 駅までmap 西鉄天神大牟田線井尻駅 徒歩31分 駅までmap ,壁芯28.15㎡ / 約8.52坪,nan,1DK,nan,無,nan,福岡市立弥永小学校　距離873ｍ,福岡市立曰佐中学校　距離435ｍ,無,nan,　,nan,nan,無,1ヶ月,nan,無,nan,無,2000円,無,nan,nan,有※契約者や条件によっては、内容が変更になる場合があります。,nan,ハウスクリーニング：3万3000円,nan,nan,nan,2年,nan,nan,nan,木造,nan,nan,地上2階建,1階部分,1985[S60]年11月,空家,即時　,給湯　 トイレ　 バス・トイレ別　 収納スペース　 ガスコンロ設置可　 フローリング　 照明器具付き　 浴室に窓　 全居室フローリング　 キッチンに窓　,ペット不可　 二人入居可　 日当り良好　 閑静住宅街　 角部屋　 高齢者相談　,nan,一般媒介,nan,"
",南
3.6,99306404,2022年12月05日,2022年12月19日,福岡市南区向野１丁目10-16  mapを見る,ブルージュハイム  202,西鉄天神大牟田線高宮駅 徒歩8分 駅までmap 西鉄天神大牟田線大橋駅 徒歩11分 駅までmap 鹿児島本線竹下駅 徒歩21分 駅までmap ,24.3㎡ / 約7.35坪,nan,1DK,洋3.5／ＤＫ5.6, 南西,nan,nan,nan,空有　1万1000円,自走（平置きも含む）,【 屋根状況　屋根なし 】　,nan,nan,無,無,実費,無,nan,2000円,無,無,有 オリコ（更新料10000円/年額）※契約者や条件によっては、内容が変更になる場合があります。,初回保証料15000円、月額手数料594円,有※契約者や条件によっては、内容が変更になる場合があります。,旧賃料11000円 ,鍵交換代：1万6500円消毒代：1万4300円,nan,町費：250円 / 月安心サポート：880円 / 月家財保険：1000円 / 月,nan,2年,nan,nan,nan,軽量鉄骨,nan,nan,地上2階建,2階部分,1986[S61]年2月,空家,相談　,都市ガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 ＢＳ端子　 収納スペース　 ウォークインクローゼット　 ガスコンロ設置可　 洗面所　 洗面台　 シャンプードレッサー　 洗濯機置場　 室内洗濯機置場　 フローリング　 バルコニー　 ＴＶモニタ付きインターホン　 独立洗面脱衣所　 シューズボックス　 敷地内ゴミ置き場　,ペット不可　,※リフォーム物件♪※敷地内、自転車以外の駐輪不可。退去時清掃代30000円(税別）,代理,nan,"
",南
2.5,98883728,2022年12月05日,2022年12月19日,福岡市南区野間４丁目4-33  mapを見る,野間ローズパレス  401,西鉄天神大牟田線高宮駅 徒歩14分 駅までmap 西鉄天神大牟田線大橋駅 徒歩21分 駅までmap 西鉄天神大牟田線西鉄平尾駅 徒歩27分 駅までmap ,21㎡ / 約6.35坪,nan,1DK,和6／ＤＫ4.5, 南東,nan,nan,nan,無,nan,　,nan,nan,無,無,実費,無,nan,2000円,無,無,有 オリコフォレントインシュア（更新料10000円/年額）※契約者や条件によっては、内容が変更になる場合があります。,初回保証料15000円、月額手数料605円,有※契約者や条件によっては、内容が変更になる場合があります。,旧賃料11000円 ,nan,nan,水町費：3500円 / 月安心サポート：880円 / 月家財保険：1000円 / 月,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上4階建,4階部分,1980[S55]年12月,空家,即時　,都市ガス　 エアコン　 給湯　 トイレ　 バス・トイレ同　 シャワー　 ＣＡＴＶ　 収納スペース　 洗濯機置場　 バルコニー　 ＴＶモニタ付きインターホン　 タンク式電気給湯器　 和室有　 インターネット対応　 ＣＡＴＶインターネット　 シューズボックス　 天袋　 押入れ　 キッチンに窓　,ペット不可　 角部屋　 最上階　,お問合せ：TEL092-512-1222※給湯は電気温水器、コンロのみ都市ガス。※原付・バイク駐輪不可。※ガスコンロ、DK・居室天井照明器具はサービス設置です （修理メンテナンスは借主負担、貸主の承諾無しの撤去不可）。,一般媒介,nan,"
",南
4.7,99047308,2022年12月06日,2022年12月20日,福岡市南区高宮２丁目１－２０  mapを見る,コンドミニアム高宮通り壱番館  703,西鉄天神大牟田線高宮駅 徒歩5分 高宮２丁目バス停 徒歩2分 駅までmap 西鉄天神大牟田線大橋駅 徒歩24分 駅までmap ,20.9㎡ / 約6.32坪,nan,1K,洋7.1, 南西,nan,nan,nan,空無,nan,　,nan,nan,無,無,nan,無,nan,無,無,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上8階建,7階部分,1999[H11]年1月,空家,相談　2022年10月20日,都市ガス　 電気　 上水道　 下水道　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 ２口コンロ　 インターネット使い放題　,nan,初めての一人暮らしの方にお勧めのお部屋です！簡易独立洗面台がついているので朝の準備も楽です。駐車場の空きについては要確認,専任媒介,nan,"
",南
14.6,99276164,2022年12月05日,2022年12月19日,福岡市南区清水１丁目１５－９  周辺mapを見る,Ｃｒｅｓｃｉ　ｌａ　Ｚｏｎａ  102,西鉄天神大牟田線高宮駅 徒歩12分 西鉄天神大牟田線大橋駅 徒歩22分 西鉄天神大牟田線西鉄平尾駅 徒歩25分 ,43.44㎡ / 約13.14坪,nan,1LDK,ＬＤＫ14／洋6, 南東,nan,nan,nan,空有　1万3200円,nan,　,nan,nan,1ヶ月 / 14.6万円,2ヶ月 / 29.2万円,nan,無,nan,無,4000円,無,nan,nan,有、20000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上10階建,1階部分,2022[R4]年8月（新築）,空家,相談　2022年8月27日,プロパンガス　 電気　 上水道　 下水道　 エアコン　 給湯　 追焚機能　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＢＳ端子　 ウォークインクローゼット　 システムキッチン　 カウンターキッチン　 シャンプードレッサー　 室内洗濯機置場　 浴室乾燥機　 フローリング　 複層ガラス　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 ２口コンロ　 インターネット使い放題　 独立洗面脱衣所　 防犯カメラ　,ペット相談可　,"高宮駅まで徒歩12分で周辺環境も充実しております！小型犬のみ飼育可能！飼育の際は月額共益費＋10,000円、礼金1か月追加、ペット消毒30,000円（税別）あり！駐車場の空きについては要確認",専任媒介,nan,"
",南
6.3,99252820,2022年12月06日,2022年12月20日,福岡市南区大橋２丁目19-10  mapを見る,アルファレガロ大橋  302,西鉄天神大牟田線大橋駅 徒歩6分 駅までmap 西鉄天神大牟田線高宮駅 徒歩24分 駅までmap 西鉄天神大牟田線井尻駅 徒歩20分 駅までmap 西鉄大橋駅（西鉄バス）徒歩6分,25.51㎡ / 約7.72坪,nan,1K,洋7, 東,nan,nan,nan,空有　1万5000円,nan,　,nan,nan,1ヶ月,1ヶ月,nan,無,nan,5000円,nan,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,抗菌処理費：1万4000円,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上12階建,3階部分,2022[R4]年7月（新築）,空家,相談　,都市ガス　 エアコン　 追焚機能　 バス・トイレ別　 ＢＳ端子　 ＣＳ　 ＩＨクッキングヒーター　 洗面所　 洗面台　 室内洗濯機置場　 浴室乾燥機　 フローリング　 バルコニー　 エレベーター　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 24時間換気システム　,日当り良好　,nan,貸主,nan,"
",南
2.8,99061599,2022年12月05日,2022年12月19日,福岡市南区横手２丁目31-10  mapを見る,グレイス博多井尻  308,西鉄天神大牟田線井尻駅 徒歩9分 駅までmap 鹿児島本線笹原駅 徒歩15分 駅までmap 西鉄天神大牟田線大橋駅 徒歩23分 駅までmap ,19.5㎡ / 約5.90坪,nan,1K,nan, 2.32㎡,nan,nan,nan,無,nan,　,nan,nan,無,無,nan,無,nan,無,3000円,無,nan,nan,有、17000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,水道料：2500円 / 月共益費：3000円 / 月シード24：840円 / 月口座振替手数料：400円 / 月,nan,1年,nan,nan,nan,ＲＣ,nan,nan,地上4階建,3階部分,1989[H1]年2月,空家,即時　,都市ガス　 エアコン　 トイレ　 バス・トイレ別　 収納スペース　 洗濯機置場　 フローリング　 バルコニー　 オートロック　,分譲タイプ　,退去時クリーニング：28000円,代理,nan,"
",南
