家賃,物件番号,情報更新日,次回更新予定日,所在地,建物名,沿線・駅・交通,専有面積,専用庭面積,間取り,間取り内訳,バルコニー,サービスルーム数,小学校区,中学校区,駐車場,駐車場：形式,駐車場：状況,駐車場備考,駐車場敷金,敷金,礼金,精算方式,保証金,保証金償却,管理費,共益費,雑費,家賃保証会社,家賃保証・保証費用等,保険,更新料,その他一時金,施設費用,その他費用,賃貸借区分,契約期間,特優賃区分,管理員の勤務形態,敷地延長,建物構造,建物工法,最適用途,階建,階,築年月,現況,入居可能時期,設備,特記事項,備考,取引態様,担当者,担当者連絡先,市区
2.5,99272802,2022年12月06日,2022年12月20日,福岡市東区多の津５丁目22-20  mapを見る,ソフィ２１多の津  101,鹿児島本線箱崎駅 徒歩29分 流通センター公園前バス停 徒歩5分 駅までmap 篠栗線柚須駅 徒歩15分 駅までmap 香椎線伊賀駅 徒歩28分 駅までmap ,17㎡ / 約5.14坪,nan,ワンルーム,洋 8,nan,nan,nan,nan,nan,nan,　,nan,nan,無,無,nan,無,nan,無,3000円,無,有 フォーシーズ初回５０％～※契約者や条件によっては、内容が変更になる場合があります。,nan,有※契約者や条件によっては、内容が変更になる場合があります。,5500円 ,nan,nan,町費：500円 / 月２４時間サポート：880円 / 月専用家財保険（最低月額７７０円～）：740円 / 月,nan,1年,nan,nan,nan,木造,nan,nan,地上2階建,1階部分,1988[S63]年5月,空家,即時　,プロパンガス　 エアコン　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 収納スペース　 ガスコンロ設置可　 洗濯機置場　 ロフト　 フローリング　 バルコニー　 出窓　,閑静住宅街　 角部屋　,内装完了し新しくなりました☆各種条件交渉可能！まずはお問い合わせください！ａ：３００,一般媒介,nan,"
",東
3.0,99277147,2022年12月05日,2022年12月19日,福岡市東区三苫２丁目1-38  mapを見る,ボンヌ・シャンス鷹  105,西日本鉄道貝塚線三苫駅 徒歩15分 駅までmap ,壁芯23.44㎡ / 約7.09坪,nan,1K,洋8,nan,nan,nan,nan,空有　5500円,nan,【 屋根状況　屋根なし 】　,nan,nan,無,無,実費,無,nan,無,無,無,有 ジェイリース※契約者や条件によっては、内容が変更になる場合があります。,家賃総額80％～,有、17000円、2年、東京海上ウエスト少額短期保険（例）※契約者や条件によっては、内容が変更になる場合があります。,無,鍵交換代：1万3200円,nan,町内会費：100円 / 月安心サポート：700円 / 月,nan,2年,nan,巡回,nan,木造,nan,nan,地上2階建,1階部分,1998[H10]年1月,居住中,相談　（11/30退去予定）,プロパンガス　 冷房　 暖房　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＣＡＴＶ　 収納スペース　 洗濯機置場　 室内洗濯機置場　 ロフト　 フローリング　 照明器具付き　 バルコニー　 ＴＶモニタ付きインターホン　 駐輪場　 ＣＡＴＶインターネット　 敷地内ゴミ置き場　,ペット不可　 日当り良好　 閑静住宅街　,閑静な住宅街です,代理,nan,"
",東
2.9,99294554,2022年12月05日,2022年12月19日,福岡市東区三苫７丁目3-19  mapを見る,SAISON21  407,西日本鉄道貝塚線三苫駅 徒歩6分 駅までmap 西日本鉄道貝塚線西鉄新宮駅 徒歩22分 駅までmap 香椎線和白駅 徒歩24分 駅までmap ,21㎡ / 約6.35坪,nan,1K,nan,無,nan,nan,nan,空有　7000円,nan,　,nan,nan,無,無,nan,無,nan,無,3000円,無,有 日本セーフティー（初回保証料50％（最低保証料20000円)年間更新料12000円（税込））※契約者や条件によっては、内容が変更になる場合があります。,nan,無,無,鍵交換代：2万2000円,nan,水道料：2500円 / 月町費：400円 / 月家財保険（緊急サポー：2000円 / 月共益費：3000円 / 月,nan,1年,nan,巡回,nan,ＲＣ,nan,nan,地上7階建,4階部分,1997[H9]年3月,空家,即時　,エアコン　 給湯　 トイレ　 バス・トイレ別　 収納スペース　 洗濯機置場　 室内洗濯機置場　 フローリング　 エレベーター　 宅配ボックス　 駐輪場　,事務所使用可　,退去時クリーニング：31900円,代理,nan,"
",東
3.9,99308430,2022年12月05日,2022年12月19日,福岡市東区下原１丁目22-51  mapを見る,サンオークⅡ  307,鹿児島本線九産大前駅 徒歩17分 駅までmap ,壁芯30㎡ / 約9.08坪,nan,1DK,ＤＫ4.5／洋8, 東,nan,福岡市立香椎下原小学校　距離549ｍ,福岡市立香椎第3中学校　距離1631ｍ,空有　5500円,nan,　,nan,nan,無,1ヶ月,実費,無,nan,無,無,無,有 ふれんずサポート保証（学生1万円）※契約者や条件によっては、内容が変更になる場合があります。,支払総額50パーセント,有、18000円、2年、あいおいニッセイ同和損保（例）※契約者や条件によっては、内容が変更になる場合があります。,無,鍵交換代(入居時)：1万3200円くらしーど24　2年：1万6500円室内消毒代（任意）：1万2100円,nan,口座振替料：250円 / 月,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上3階建,3階部分,1997[H9]年2月,空家,即時　,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 ＢＳ端子　 室内洗濯機置場　 フローリング　 バルコニー　 オートロック　 ＴＶモニタ付きインターホン　 駐輪場　,ペット不可　 最上階　,nan,一般媒介,堀江,"
										TEL：092-663-5066
										メールアドレス：info@global-est.com
",東
8.9,98485367,2022年12月06日,2022年12月20日,福岡市東区和白丘２丁目3-48  mapを見る,コアマンション和白丘ネクステージＡ棟  1008,鹿児島本線福工大前駅 徒歩16分 駅までmap 香椎線和白駅 徒歩6分 駅までmap 西日本鉄道貝塚線和白駅 徒歩6分 駅までmap 和白５丁目バス停徒歩約２分,80.49㎡ / 約24.35坪,nan,4LDK,その他16.4／洋5.1／洋5.1／和6／和6, 東 10.74㎡,nan,nan,nan,空有　8000円,nan,　,nan,nan,1ヶ月,2ヶ月,nan,無,nan,無,nan,無,nan,nan,有、22000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,抗菌処理費：1万4000円,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上11階建,10階部分,1998[H10]年11月,空家,相談　,都市ガス　 バス・トイレ別　 ＣＡＴＶ　 ＢＳ端子　 ガスコンロ設置可　 洗面所　 洗面台　 シャンプードレッサー　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 宅配ボックス　 駐輪場　 24時間セキュリティ　,ペット相談可　 二人入居可　 日当り良好　 閑静住宅街　 分譲タイプ　,nan,代理,nan,"
",東
3.5,99318748,2022年12月05日,2022年12月19日,福岡市東区香住ヶ丘２丁目38-10  mapを見る,壱番館  102,鹿児島本線九産大前駅 徒歩8分 駅までmap 西日本鉄道貝塚線香椎花園前駅 徒歩9分 駅までmap 西日本鉄道貝塚線西鉄香椎駅 徒歩18分 駅までmap ,17.46㎡ / 約5.28坪,nan,ワンルーム,洋7.4／ロフト4, 南,nan,nan,nan,空有　駐車場1台無料,自走（平置きも含む）,　,駐車場プレート代2200円（税込み）,nan,無,無,実費,無,nan,無,3000円,無,有 えるくor全保連orOFI（継続保証委託料１年毎／１万円）※契約者や条件によっては、内容が変更になる場合があります。,初回保証料：総賃料１００％,有、NサポートS（例）※契約者や条件によっては、内容が変更になる場合があります。,nan,消毒代：1万6500円駐車場プレート代：2200円鍵代：1万7600円,nan,町内会費：100円 / 月NサポートS：770円 / 月,nan,2年,nan,巡回,nan,木造,nan,nan,地上2階建,1階部分,1996[H8]年9月,空家,即時　,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 収納スペース　 ロフト　 フローリング　 バルコニー　 ２口コンロ　 シューズボックス　,ペット不可　 閑静住宅街　,短期解約違約金：１年未満賃料２ヶ月、２年未満賃料１ヶ月更新事務手数料１１，０００円／２年NサポートS770円（月額）退去時にクリーニング代27000円（税別）資料と現状が相違する場合は現状優先となります。,専任媒介,nan,"
",東
5.5,98282541,2022年12月05日,2022年12月19日,福岡市東区八田２丁目１６－２８  周辺mapを見る,有田ビル  105,香椎線土井駅 徒歩11分 香椎線舞松原駅 徒歩13分 鹿児島本線千早駅 徒歩32分 ,55.08㎡ / 約16.66坪,nan,2LDK,ＬＤＫ13.5／洋6／洋4.5, 南東,nan,nan,nan,空有,nan,　,nan,nan,無,1ヶ月 / 5.5万円,nan,無,nan,無,2000円,無,nan,nan,有、20000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上4階建,1階部分,1980[S55]年8月,居住中,相談　,プロパンガス　 電気　 上水道　 下水道　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＣＡＴＶ　 シャンプードレッサー　 室内洗濯機置場　 フローリング　 バルコニー　 駐輪場　 インターネット使い放題　 独立洗面脱衣所　,リノベーション　,駐車場の空きについては要確認,専任媒介,nan,"
",東
2.5,99309256,2022年12月05日,2022年12月19日,福岡市東区和白東５丁目5-22  mapを見る,ウィザード和白東  103,鹿児島本線福工大前駅 徒歩3分 駅までmap 鹿児島本線新宮中央駅 徒歩18分 駅までmap 西日本鉄道貝塚線西鉄新宮駅 徒歩20分 駅までmap ,23.39㎡ / 約7.08坪,nan,1K,nan,nan,nan,nan,nan,無,nan,　,nan,nan,無,無,nan,無,nan,無,無,無,有 確認ください（全保連：月額合計100％ジェイリース：月額合計80％日本セーフティー：月額合計80％～100）※契約者や条件によっては、内容が変更になる場合があります。,nan,有、17000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,鍵交換代：1万6500円,nan,町費：100円 / 月シード24：840円 / 月口座振替手数料：400円 / 月,nan,1年,nan,nan,nan,木造,nan,nan,地上2階建,1階部分,1987[S62]年1月,空家,即時　,プロパンガス　 給湯　 トイレ　 ガスコンロ設置可　 洗濯機置場　 室内洗濯機置場　 ＴＶモニタ付きインターホン　 宅配ボックス　 押入れ　,nan,退去時クリーニング：25000円,代理,nan,"
",東
3.7,99292264,2022年12月06日,2022年12月20日,福岡市東区馬出１丁目25-14  mapを見る,Ｆｉｅｌｄ１～フィールド～  203,福岡市箱崎線馬出九大病院前駅 徒歩6分 駅までmap 鹿児島本線吉塚駅 徒歩9分 駅までmap 福岡市箱崎線箱崎宮前駅 徒歩10分 駅までmap ,18㎡ / 約5.45坪,nan,ワンルーム,洋 7,nan,nan,nan,nan,空有　7000円,nan,　,nan,nan,無,無,nan,無,nan,3000円,nan,無,有 全保連・フォーシーズ※契約者や条件によっては、内容が変更になる場合があります。,nan,有※契約者や条件によっては、内容が変更になる場合があります。,5500円 ,nan,nan,町費：300円 / 月くらしーど２４：880円 / 月専用家財保険（最低月額７７０円～）：740円 / 月,nan,1年,nan,nan,nan,木造,nan,nan,地上2階建,2階部分,2004[H16]年8月,空家,相談　,エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 収納スペース　 室内洗濯機置場　 フローリング　 バルコニー　 ＴＶモニタ付きインターホン　,角部屋　 最上階　,写真・間取り別部屋です,一般媒介,nan,"
",東
3.5,99277152,2022年12月05日,2022年12月19日,福岡市東区三苫５丁目4-44  mapを見る,スタービュー三苫  207,西日本鉄道貝塚線三苫駅 徒歩3分 駅までmap 香椎線和白駅 徒歩30分 駅までmap 西日本鉄道貝塚線和白駅 徒歩31分 駅までmap ,25.05㎡ / 約7.58坪,nan,1K,nan,nan,nan,nan,nan,空有　5500円,nan,　,nan,nan,無,無,実費,無,nan,無,無,無,有 ジェイリース※契約者や条件によっては、内容が変更になる場合があります。,賃料総額の80％,有、17000円、2年、東京海上ウエスト少額短期保険（例）※契約者や条件によっては、内容が変更になる場合があります。,無,鍵交換代：1万3200円,nan,町内会費：300円 / 月安心サポート：700円 / 月,nan,2年,nan,nan,nan,その他（混造）,nan,nan,地上2階建,2階部分,1998[H10]年3月,空家,相談　,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 収納スペース　 洗面所　 洗面台　 室内洗濯機置場　 ロフト　 バルコニー　 ＴＶモニタ付きインターホン　 宅配ボックス　 独立洗面脱衣所　 火災報知機　 敷地内ゴミ置き場　,ペット不可　 日当り良好　,nan,代理,nan,"
",東
8.2,99282768,2022年12月05日,2022年12月19日,福岡市東区松崎３丁目３３－３９  mapを見る,スリーエフアパートメント蓮華坂  503,鹿児島本線千早駅 徒歩19分 駅までmap 西日本鉄道貝塚線西鉄千早駅 徒歩18分 駅までmap 西日本鉄道貝塚線貝塚駅 徒歩12分 駅までmap ,72.88㎡ / 約22.05坪,nan,3LDK,洋6／洋6／和6／ＬＤＫ11, 南西,nan,nan,nan,空有,nan,　,nan,nan,無,2ヶ月 / 16.4万円,nan,無,nan,無,6000円,無,nan,nan,有、22000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上8階建,5階部分,1991[H3]年7月,空家,相談　,都市ガス　 電気　 上水道　 シャワー　 ＣＡＴＶ　 ＢＳ端子　 洗面台　 室内洗濯機置場　 フローリング　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 防犯カメラ　,nan,駐車場の空きについては要確認,専任媒介,nan,"
",東
6.5,99310329,2022年12月05日,2022年12月19日,福岡市東区箱崎４丁目12-16  mapを見る,麻生コーポⅡ  101,福岡市箱崎線箱崎九大前駅 徒歩6分 駅までmap 福岡市箱崎線箱崎宮前駅 徒歩14分 駅までmap 鹿児島本線箱崎駅 徒歩14分 駅までmap ,内法31.69㎡ / 約9.59坪,nan,1LDK,ＬＤＫ11／洋5.5,nan,nan,nan,nan,空有　1万9800円　駐車場２台分,nan,　,軽２台分、高さ注意,nan,無,1ヶ月,実費,無,nan,無,無,無,有 ジェイリース※契約者や条件によっては、内容が変更になる場合があります。,初回保証料60％,有、18000円、2年、日本共済（例）※契約者や条件によっては、内容が変更になる場合があります。,旧賃料22000円 ,鍵交換代：2万2000円,nan,２４時間サポート：660円 / 月町費：300円 / 月,nan,2年,nan,巡回,nan,ＲＣ,nan,nan,地上3階建,1階部分,2001[H13]年1月,空家,即時　,プロパンガス　 エアコン　 トイレ　 バス・トイレ別　 シャワー　 収納スペース　 システムキッチン　 ガスコンロ設置可　 室内洗濯機置場　 フローリング　 バルコニー　 独立洗面脱衣所　 全居室フローリング　 玄関収納　,ペット不可　 角部屋　,"※物件のお問い合わせは下記担当者携帯までご連絡下さい。FAX番号:(092)707-7099入居時消毒代16,500円（税込）退去時クリーニング代　49,500円（税込）短期解約違約金　1年未満1ヶ月駐車場：倉庫利用可/シャッターあり",一般媒介,松森,"
										TEL：080-8592-6749
",東
5.5,99269627,2022年12月05日,2022年12月11日,福岡市東区馬出２丁目4-25  mapを見る,スカイヒルズ九大前  1103,福岡市箱崎線馬出九大病院前駅 徒歩2分 駅までmap ,壁芯30㎡ / 約9.08坪,nan,1K,洋9, 南東,nan,nan,nan,空有　8000円,nan,　,nan,nan,無,1.5ヶ月,実費,無,nan,無,3000円,無,有 オリコ※契約者や条件によっては、内容が変更になる場合があります。,nan,有※契約者や条件によっては、内容が変更になる場合があります。,無,ルームケアプラス：3万8500円鍵交換代：1万9800円Wi-Fi設定料：5500円退去時クリーニング代：3万3000円,nan,水町費：2500円 / 月プラスライフ24：990円 / 月浄水器リース代：1100円 / 月,nan,1年,nan,nan,nan,鉄骨造,nan,nan,地上12階建,11階部分,2002[H14]年2月,空家,相談　,都市ガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＣＡＴＶ　 収納スペース　 システムキッチン　 洗面所　 洗面台　 シャンプードレッサー　 洗濯機置場　 室内洗濯機置場　 フローリング　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 駐輪場　 ２口コンロ　 防犯カメラ　,ペット不可　 日当り良好　 閑静住宅街　 角部屋　 外観タイル張り　 高齢者相談　,nan,専任媒介,nan,"
",東
2.7,99199245,2022年12月05日,2022年12月19日,福岡市東区香椎駅東３丁目4-9  mapを見る,ベストコーポ  201,鹿児島本線香椎駅 徒歩13分 駅までmap 香椎線香椎駅 徒歩15分 駅までmap 西日本鉄道貝塚線西鉄香椎駅 徒歩14分 駅までmap ,15.2㎡ / 約4.60坪,nan,ワンルーム,nan,nan,nan,nan,nan,無,nan,　,nan,nan,無,無,nan,無,nan,3000円,nan,無,nan,nan,有※契約者や条件によっては、内容が変更になる場合があります。,nan,nan,nan,保険：1000円 / 月安心サポート：880円 / 月町費：350円 / 月,nan,2年,nan,nan,nan,木造,nan,nan,地上2階建,2階部分,1990[H2]年5月,空家,即時　,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＣＡＴＶ　 収納スペース　 ガスコンロ設置可　 洗濯機置場　 ロフト　 フローリング　 バルコニー　 ＴＶモニタ付きインターホン　,nan,退去時清掃代として24000円(税別）,一般媒介,nan,"
",東
4.6,99302366,2022年12月05日,2022年12月19日,福岡市東区香椎１丁目14-2(仮)  mapを見る,アドバンス香椎参道 B棟 102,西日本鉄道貝塚線香椎宮前駅 徒歩9分 駅までmap 香椎線香椎駅 徒歩13分 駅までmap 鹿児島本線香椎駅 徒歩13分 駅までmap ,内法24.64㎡ / 約7.45坪,nan,ワンルーム,洋8.4,nan,nan,nan,nan,無,nan,　,nan,nan,無,無,実費,無,nan,無,3000円,無,有 ジェイリース※契約者や条件によっては、内容が変更になる場合があります。,初回保証料60%,有、15000円、2年、フレックス少額短期保険（例）※契約者や条件によっては、内容が変更になる場合があります。,旧賃料22000円 ,nan,nan,２４時間サポート：660円 / 月町費：500円 / 月,nan,2年,nan,巡回,nan,木造,nan,nan,地上3階建,1階部分,2022[R4]年11月（新築）,未完成,予定　2022年12月上旬,プロパンガス　 エアコン　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＣＡＴＶ　 ＢＳ端子　 収納スペース　 システムキッチン　 カウンターキッチン　 室内洗濯機置場　 浴室乾燥機　 フローリング　 バルコニー　 オートロック　 ＴＶモニタ付きインターホン　 ２口コンロ　 インターネット使い放題　 独立洗面脱衣所　 シャッター(雨戸）　 全居室フローリング　 インターネット対応　 敷地内ゴミ置き場　,nan,"★2022年12月10日までのお申込で礼金0円！※物件のお問い合わせは下記担当者携帯までご連絡下さい。FAX番号:(092)707-7099入居時消毒代16,500円（税込）退去時クリーニング代　50,600円（税込）短期解約違約金　1年未満2か月　1年以上2年未満1ヶ月",貸主,松森,"
										TEL：080-8592-6749
",東
5.1,99256862,2022年12月05日,2022年12月19日,福岡市東区香住ヶ丘６丁目13-35  mapを見る,ソネット香住ヶ丘Ⅱ  201,西日本鉄道貝塚線香椎花園前駅 徒歩4分 駅までmap ,壁芯29.8㎡ / 約9.01坪,nan,1K,nan, 西 4.1㎡,nan,nan,nan,空有　7000円,自走（平置きも含む）,【 屋根状況　屋根なし 】　,駐車場の空きは都度ご確認下さい。,nan,無,1ヶ月,実費,無,nan,無,3000円,無,有 ふれんずサポート保証（賃料総額の50％+単身特約（単身の場合） 10000円）※契約者や条件によっては、内容が変更になる場合があります。,nan,有、15000円、2年、あいおい「ハイパー家財」（例）※契約者や条件によっては、内容が変更になる場合があります。,nan,鍵交換代：1万6500円,nan,町内会費：200円 / 月,定期借家,2年,nan,巡回,nan,木造,nan,nan,地上2階建,2階部分,2004[H16]年1月,空家,即時　,プロパンガス　 エアコン　 給湯　 バス・トイレ別　 温水洗浄便座　 ＣＡＴＶ　 収納スペース　 洗面台　 室内洗濯機置場　 バルコニー　 オートロック　 出窓　 インターネット使い放題　 ＣＡＴＶインターネット　 キッチンに窓　 敷地内ゴミ置き場　,ペット相談可　 小型犬可　 猫可　 二人入居可　 日当り良好　 閑静住宅街　 角部屋　 内装リフォーム　 眺望良好　,"口座引落手数料：別途月額300円礼金　　　　　　　　：　ペット飼育の場合はプラス1ヶ月分です。短期解約時の違約金　：　1年未満の場合は家賃1ヶ月分再契約時の手数料　　：　20,000円（税別）退去時清掃費用　　　：　35,000円（税別）",専任媒介,音在則孝,"
										TEL：090-3415-3703
",東
3.7,99110082,2022年12月05日,2022年12月19日,福岡市東区名島３丁目9-29  mapを見る,エミネンス21名島  203,西日本鉄道貝塚線名島駅 徒歩5分 駅までmap 西日本鉄道貝塚線貝塚駅 徒歩23分 駅までmap 西日本鉄道貝塚線西鉄千早駅 徒歩19分 駅までmap ,18.15㎡ / 約5.49坪,nan,1K,洋6.5／ロフト3,nan,nan,nan,nan,空有　7700円,nan,　,nan,nan,無,無,nan,無,nan,無,4000円,無,無,nan,有、1年、アーウィンサポートクラブ（例）※契約者や条件によっては、内容が変更になる場合があります。,nan,鍵交換代：1万8700円消毒代：1万4300円,nan,町費：500円 / 月サポートクラブ：1700円 / 月継続保証料：1200円 / 月,nan,1年,nan,巡回,nan,木造,nan,nan,地上2階建,2階部分,2002[H14]年8月,空家,相談　,冷房　 暖房　 エアコン　 トイレ　 バス・トイレ別　 収納スペース　 ロフト　 フローリング　 オートロック　 インターネット使い放題　 防犯セキュリティ　,ペット不可　 角部屋　 フリーレント　,nan,代理,森川,"
										TEL：092-671-0001
",東
6.3,99288969,2022年12月05日,2022年12月19日,福岡市東区香椎駅東３丁目  mapを見る,FAMILY　STAGE　香椎駅東  101,鹿児島本線香椎駅 徒歩14分 駅までmap 香椎線香椎駅 徒歩16分 駅までmap 西日本鉄道貝塚線西鉄香椎駅 徒歩15分 駅までmap ,37.27㎡ / 約11.27坪,nan,1LDK,ＬＫ10.4／洋4.6／ロフト8.5, 西,nan,福岡市立香椎下原小学校　距離953ｍ,福岡市立香椎第3中学校　距離1388ｍ,無,nan,　,nan,nan,無,2ヶ月,実費,無,nan,無,4000円,無,"有 オリコフォレントインシュア（支払委託手数料：月額賃料等総額の1.2％　更新保証料：1年毎/10,000円）※契約者や条件によっては、内容が変更になる場合があります。",初回保証料：月額賃料等総額の50％,有、17000円、2年、東京海上ウエスト少額短期保険（例）※契約者や条件によっては、内容が変更になる場合があります。,無,鍵交換代：2万7500円防虫施工代：1万1000円,nan,町費：100円 / 月,nan,2年,nan,nan,nan,木造,nan,nan,地上2階建,1階部分,2019[H31]年3月,空家,相談　,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 収納スペース　 ウォークインクローゼット　 システムキッチン　 洗面台　 室内洗濯機置場　 浴室乾燥機　 ロフト　 照明器具付き　 バルコニー　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 ２口コンロ　 インターネット使い放題　 防犯カメラ　 火災報知機　 全居室フローリング　 インターネット対応　 シューズボックス　,ペット不可　 閑静住宅街　,広いロフト！デザイナーズ物件です！インターネット使用料無料、Wi-Fi使えます。浴室乾燥機付きなので雨の日も洗濯物が乾きますね。働く人のミカタです(*^^)v,代理,nan,"
",東
3.5,99318876,2022年12月06日,2022年12月20日,福岡市東区香椎駅東４丁目４０－１７  周辺mapを見る,葉月コーポ  ２０２,鹿児島本線香椎駅 徒歩21分 八尻停バス停 徒歩6分 ,37.9㎡ / 約11.46坪,nan,2DK,和 6･4.5　DK 6,nan,nan,nan,nan,空有　3300円,nan,　,nan,nan,無,1ヶ月,nan,無,nan,無,nan,500円,nan,nan,有、18000円、2年、（例）宅建ファミリー共済（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,その他,nan,nan,地上2階建,2階部分,1985[S60]年8月,空家,相談　,給湯　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 収納スペース　 ガスコンロ設置可　 洗濯機置場　,閑静住宅街　 角部屋　,nan,代理,nan,"
",東
5.2,99287031,2022年12月05日,2022年12月19日,福岡市東区三苫２丁目16-67  mapを見る,メロディハイツ三苫  203,西日本鉄道貝塚線三苫駅 徒歩16分 駅までmap 香椎線奈多駅 徒歩16分 駅までmap 香椎線和白駅 徒歩25分 駅までmap ,52.17㎡ / 約15.78坪,nan,2LDK,洋,nan,nan,福岡市立和白小学校　距離871ｍ,福岡市立和白中学校　距離461ｍ,空有　5500円,nan,　,nan,nan,無,無,実費,無,nan,無,3000円,無,有 ジェイリース株式会社※契約者や条件によっては、内容が変更になる場合があります。,nan,有、2年、宅建ファミリ19000～(例)（例）※契約者や条件によっては、内容が変更になる場合があります。,nan,退去時清掃代：5万2000円鍵交換代：1万7600円,nan,安心サポート：880円 / 月口座振替手数料：220円 / 月,nan,1年,nan,nan,nan,軽量鉄骨,nan,nan,地上2階建,2階部分,1992[H4]年4月,居住中,相談　（10月15日退去予定）,プロパンガス　 トイレ　 バス・トイレ別　 シャワー　 収納スペース　 ガスコンロ設置可　 洗面所　 洗面台　 フローリング　 バルコニー　 ＴＶモニタ付きインターホン　 駐輪場　 全居室フローリング　 エアコン２台以上　 シューズボックス　,ペット不可　 日当り良好　,退去時クリーニング代　家賃1ヶ月分退去時クリーニング代　家賃１ヶ月分,貸主,nan,"
",東
4.5,99283367,2022年12月05日,2022年12月19日,福岡市東区香椎駅東３丁目2-15  mapを見る,メゾン・サンティナ D棟 201,鹿児島本線香椎駅 徒歩9分 駅までmap 西鉄香椎駅徒歩13分,壁芯31.48㎡ / 約9.52坪,nan,ワンルーム,洋12, 南,nan,nan,nan,空無,自走（平置きも含む）,【 屋根状況　屋根なし 】　,nan,nan,無,1ヶ月,実費,無,nan,無,2000円,無,有 ジェイリース※契約者や条件によっては、内容が変更になる場合があります。,"家賃総額60％（更新料あり1万円）又は100％（更新料なし）学生1万円（更新料なし）最低保証料25,000円＊保証会社収納代行必須＊各プラン月額400円（引落手数料も含まれます。）",有※契約者や条件によっては、内容が変更になる場合があります。,旧賃料22000円 ,nan,nan,町費：500円 / 月くらシード24M：800円 / 月火災保険料：800円 / 月,nan,2年,nan,巡回,nan,木造,nan,nan,地上2階建,2階部分,1996[H8]年3月,空家,相談　,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 収納スペース　 システムキッチン　 洗面所　 洗面台　 室内洗濯機置場　 ロフト　 フローリング　 バルコニー　 駐輪場　 出窓　 ２口コンロ　 インターネット使い放題　 独立洗面脱衣所　 全居室フローリング　 敷地内ゴミ置き場　,ペット不可　 日当り良好　 角部屋　,"インターネット無料。□契約内容□・契約開始日より12ヶ月未満での解約は家賃2ヶ月分、　24ヶ月未満での解約は家賃1ヶ月分を申し受けます。・退去時ハウスクリーニング代として家賃１ヶ月分+故意過失による損傷損耗は実費。・連帯保証人様の極度額は賃料・共益費を合算した36ヵ月分となります。・消毒代: 16,500円(内消費税1,500円)・事務手数料: 11,000円(内消費税1,000円)　・鍵交換料:16,500円(内消費税1,500円)家賃総額60％（更新料あり1万円）又は100％（更新料なし）学生1万円（更新料なし）＊最低保証料25,000円＊保証会社収納代行必須＊各プラン月額400円（引落手数料も含まれます。）＊外国籍プラン利用の場合、初回80％（最低保証料30,000円）毎月：1,000円・解約予告: 1ヶ月前・更新事務手数料2年毎22,000円(内消費税2,000円)営業時間10：00～18：00店休日　日曜日　（年末年始・GW・お盆　はお休みします）",代理,西澤,"
										TEL：092-737-7051
",東
