家賃,物件番号,情報更新日,次回更新予定日,所在地,建物名,沿線・駅・交通,専有面積,専用庭面積,間取り,間取り内訳,バルコニー,サービスルーム数,小学校区,中学校区,駐車場,駐車場：形式,駐車場：状況,駐車場備考,駐車場敷金,敷金,礼金,精算方式,保証金,保証金償却,管理費,共益費,雑費,家賃保証会社,家賃保証・保証費用等,保険,更新料,その他一時金,施設費用,その他費用,賃貸借区分,契約期間,特優賃区分,管理員の勤務形態,敷地延長,建物構造,建物工法,最適用途,階建,階,築年月,現況,入居可能時期,設備,特記事項,備考,取引態様,担当者,担当者連絡先,市区
4.8,99283822,2022年12月05日,2022年12月19日,福岡市博多区美野島２丁目24-23  mapを見る,OAK VILLA HAKATA RESIDENCE  203,鹿児島本線博多駅 徒歩20分 駅までmap 九州新幹線博多駅 徒歩20分 駅までmap 西鉄天神大牟田線高宮駅 徒歩24分 駅までmap ,26.32㎡ / 約7.96坪,nan,1K,洋8, 北,nan,nan,nan,空無,nan,　,nan,nan,無,無,実費,無,nan,無,3000円,無,有 ジェイリース※契約者や条件によっては、内容が変更になる場合があります。,"60%(1年毎更新料10,000円)、100％(更新料なし)共に最低保証料25,000円、 学生プラン10,000円(更新料なし) 各プランとも400円/月（引落手数料含む）収納代行必須",有※契約者や条件によっては、内容が変更になる場合があります。,旧賃料22000円 ,nan,nan,水町費：3000円 / 月くらしーど24M：800円 / 月火災保険料：800円 / 月,nan,2年,nan,巡回,nan,ＳＲＣ,nan,nan,地上8階建,2階部分,1998[H10]年3月,空家,相談　,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 収納スペース　 洗面台　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 駐輪場　 全居室フローリング　 シューズボックス　 敷地内ゴミ置き場　,ペット不可　 フリーレント　,"ipac費用10,000円（月額保険料含む）で入居可！契約月フリーレント付！※フリーレント特約有■通常初期費用■【室内消毒費】16,500（内消費税1,500円）【鍵交換費用】16,500円（内消費税1,500円）【事務手数料】11,000円（内消費税1,000円）【保証会社】ジェイリース　家賃総額60％（更新料あり1万円）又は100％（更新料なし）学生1万円（更新料なし）＊保証会社収納代行必須＊各プラン月額400円（引落手数料も含まれます。）　家賃総額50％（更新料あり1万円）又は80％（更新料なし）学生1万円（更新料なし）＊最低保証料25,000円＊保証会社収納代行必須＊各プラン月額400円（引落手数料も含まれます。）【契約期間】2年契約【更新手数料】2年毎の22,000円（内消費税2,000円）【その他】□契約内容□・1年未満の解約の場合、家賃の2ヶ月　1年以上2年未満の解約の場合、家賃の1ヵ月分の違約金がかかります。・退去時ハウスクリーニング代として家賃の1ヵ月分　故意・過失がある場合は別途実費精算　その他特約事項ありお気軽にお問い合わせください。空室募集専用サイト　⇒　https://inet.bukkaku.jp/営業時間10：00～18：00店休日　日曜日　（年末年始・GW・お盆　はお休みします）",代理,山本,"
										TEL：092-737-7051
										メールアドレス：kanri@inet-hre.com
",博多
6.5,99306983,2022年12月06日,2022年12月20日,福岡市博多区千代４丁目10-25  mapを見る,ビッグアップル  405,福岡市箱崎線千代県庁口駅 徒歩2分 駅までmap 鹿児島本線吉塚駅 徒歩16分 駅までmap 福岡市箱崎線馬出九大病院前駅 徒歩12分 駅までmap ,43㎡ / 約13.01坪,nan,2DK,洋 6･5.5, 南西,nan,nan,nan,空有　1万3200円　駐車場２台分,nan,　,nan,nan,無,2ヶ月,nan,無,nan,無,無,300円,有 全保連※契約者や条件によっては、内容が変更になる場合があります。,nan,有、20000円、2年、宅建ファミリー共済（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,退去時清掃費：3万8500円 / 月,nan,2年,nan,nan,nan,ＳＲＣ,nan,nan,地上11階建,4階部分,1993[H5]年9月,空家,即時　,都市ガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 収納スペース　 ガスコンロ設置可　 洗面台　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 出窓　 24時間セキュリティ　,二人入居可　 角部屋　,地下鉄千代県庁口徒歩２分・ローソン前・九大病院徒歩圏内敷地内タワー式駐車場あり　,一般媒介,nan,"
",博多
7.1,98473734,2022年12月06日,2022年12月20日,福岡市博多区美野島３丁目１７－３０  mapを見る,ＭＯＤＥＲＮ　ＰＡＬＡＺＺＯ　博多ＰＲＯＳＴ  201,西鉄天神大牟田線西鉄平尾駅 徒歩18分 駅までmap 鹿児島本線博多駅 徒歩23分 駅までmap 福岡市空港線博多駅 徒歩23分 駅までmap ,34.54㎡ / 約10.45坪,nan,1LDK,ＬＤＫ10.5／洋3.6, 北西,nan,nan,nan,空無,nan,　,nan,nan,無,無,nan,無,nan,無,5000円,無,nan,nan,有、20000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上11階建,2階部分,2017[H29]年2月,居住中,相談　,プロパンガス　 電気　 上水道　 エアコン　 給湯　 追焚機能　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＢＳ端子　 ＣＳ　 ガスコンロ設置可　 シャンプードレッサー　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 独立洗面脱衣所　,ペット相談可　 猫可　,駐車場の空きについては要確認,専任媒介,nan,"
",博多
5.4,99307078,2022年12月06日,2022年12月20日,福岡市博多区須崎町６－１２  mapを見る,アーバンフラッツ天神東Ⅱ  208,福岡市空港線中洲川端駅 徒歩6分 駅までmap 福岡市箱崎線呉服町駅 徒歩8分 駅までmap 福岡市空港線天神駅 徒歩10分 駅までmap ,23.42㎡ / 約7.08坪,nan,1K,Ｋ2.4／洋7.2, 南東,nan,nan,nan,空有　1万9800円,nan,　,nan,nan,無,1ヶ月 / 5.4万円,nan,0.66万円 ,nan,無,4000円,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＳＲＣ,nan,nan,地上13階建,2階部分,2007[H19]年5月,空家,相談　,プロパンガス　 電気　 上水道　 エアコン　 給湯　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 ＢＳ端子　 ＣＳ　 室内洗濯機置場　 フローリング　 オートロック　 宅配ボックス　 駐輪場　 防犯カメラ　,nan,駐車場の空きについては要確認,専任媒介,nan,"
",博多
12.3,99314742,2022年12月05日,2022年12月19日,福岡市博多区竹丘町１丁目６以下未定  周辺mapを見る,レイクヒルズ桜並木  101,鹿児島本線南福岡駅 徒歩5分 西鉄天神大牟田線雑餉隈駅 徒歩8分 西鉄天神大牟田線春日原駅 徒歩17分 ,66.48㎡ / 約20.11坪,nan,3LDK,ＬＤＫ14.1／洋6.3／洋4.5／洋4.4, 東,nan,nan,nan,空有　9900円,nan,　,nan,nan,1ヶ月 / 12.3万円,1ヶ月 / 12.3万円,nan,無,nan,無,6500円,無,nan,nan,有、22000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,その他,nan,nan,地上3階建,1階部分,2022[R4]年12月（新築）,空家,相談　,都市ガス　 電気　 上水道　 下水道　 エアコン　 追焚機能　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ウォークインクローゼット　 床下収納　 システムキッチン　 カウンターキッチン　 室内洗濯機置場　 浴室乾燥機　 フローリング　 専用庭　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 ２口コンロ　 インターネット使い放題　 独立洗面脱衣所　 防犯カメラ　 シャッター(雨戸）　,nan,駐車場の空きについては要確認,専任媒介,nan,"
",博多
4.5,99309517,2022年12月05日,2022年12月19日,福岡市博多区博多駅前３丁目9-5  mapを見る,チサンマンション第一博多  312,東海道・山陽新幹線博多駅 徒歩6分 駅までmap 福岡市空港線祇園駅 徒歩9分 駅までmap 福岡市七隈線渡辺通駅 徒歩16分 駅までmap ,22.68㎡ / 約6.86坪,nan,ワンルーム,nan, 2.68㎡,nan,nan,nan,無,nan,　,nan,nan,無,無,nan,無,nan,無,3000円,無,有 確認ください（全保連：月額合計100％ジェイリース：月額合計80％日本セーフティー：月額合計80％～100）※契約者や条件によっては、内容が変更になる場合があります。,nan,有、17000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,鍵交換代：1万6500円,nan,共益費：3000円 / 月シード24：840円 / 月口座振替手数料：400円 / 月,nan,1年,nan,nan,nan,ＳＲＣ,nan,nan,地上11階建,3階部分,1972[S47]年11月,空家,即時　,都市ガス　 エアコン　 給湯　 トイレ　 収納スペース　 ガスコンロ設置可　 フローリング　 バルコニー　 シューズボックス　,分譲タイプ　 事務所使用可　,退去時クリーニング：42000円,代理,nan,"
",博多
6.3,99318680,2022年12月05日,2022年12月19日,福岡市博多区千代２丁目4-26  mapを見る,アルファシオディクレイヴ  1001,福岡市箱崎線千代県庁口駅 徒歩5分 駅までmap 福高前バス停 徒歩1分 ,壁芯28.39㎡ / 約8.59坪,nan,2K,Ｋ1.4／洋6.3／洋3.6,nan,nan,nan,nan,空無,nan,　,現況につきましては建物管理会社(株)エース建物管理 092-715-8620へお問い合わせください,nan,無,2ヶ月 / 12.6万円,実費,無,nan,無,3000円,無,"有 全保連株式会社（電子契約となります。保証プラン:50%(1年更新有・更新料10,000円) or 80％(更新なし)）※契約者や条件によっては、内容が変更になる場合があります。",nan,有、18000円、2年、e-Net少額短期保険（例）※契約者や条件によっては、内容が変更になる場合があります。,旧賃料11000円 ,事務手数料：5500円鍵交換費用：2万5300円,宅配ボックス（任意）：1100円,安心サポート：800円 / 月,nan,1年,nan,nan,nan,ＲＣ,nan,nan,地上14階建,10階部分,2017[H29]年2月,居住中,相談　,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＢＳ端子　 ＣＳ　 ウォークインクローゼット　 洗面所　 洗面台　 室内洗濯機置場　 フローリング　 ディンプルキー　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 24時間換気システム　 バイク置場(屋外）　 ２口コンロ　 インターネット使い放題　 独立洗面脱衣所　 防犯カメラ　 エレベーター2基以上　 内廊下　 インターネット対応　 玄関収納　 シューズボックス　 人感照明センサー　 ダウンライト　 敷地内ゴミ置き場　,ペット不可　 分譲タイプ　 角部屋　 外観タイル張り　,人気物件！ネット無料・角部屋です♪※1/7退去予定※現物優先と致します※駐車場につきましては建物管理会社：(株)エース建物管理　TEL 092-715-8620へお問い合わせください,代理,nan,"
										TEL：092-715-8686
",博多
7.0,98764228,2022年12月05日,2022年12月19日,福岡市博多区古門戸町9-5  周辺mapを見る,伝風荘 ,福岡市空港線中洲川端駅 徒歩6分 福岡市箱崎線中洲川端駅 徒歩6分 福岡市空港線天神駅 徒歩14分 ,壁芯48.07㎡ / 約14.54坪,nan,2DK,ＤＫ7.3／洋7.1／和6, 南西,nan,福岡市立博多小学校　距離452ｍ,福岡市立博多中学校　距離253ｍ,空無,自走（平置きも含む）,　,車のサイズは現地確認要。,nan,0.5ヶ月,2ヶ月,実費,無,nan,無,無,無,有 ふれんずサポート保証※契約者や条件によっては、内容が変更になる場合があります。,nan,有※契約者や条件によっては、内容が変更になる場合があります。,nan,nan,nan,nan,定期借家,10年,nan,nan,nan,鉄骨造,nan,nan,地上4階建,3階部分,2001[H13]年3月,空家,相談　（内装中）,都市ガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 収納スペース　 洗面所　 洗面台　 室内洗濯機置場　 フローリング　 バルコニー　 オートロック　 出窓　 ２口コンロ　 浴室に窓　 シューズボックス　 押入れ　,二人入居可　 日当り良好　 角部屋　,天神徒歩圏内。ワンフロワー１室。,専任媒介,nan,"
",博多
3.5,99309668,2022年12月06日,2022年12月20日,福岡市博多区祇園町6-33  周辺mapを見る,鬼鞍ビル  205,福岡市空港線祇園駅 徒歩7分 福岡市空港線中洲川端駅 徒歩9分 鹿児島本線博多駅 徒歩12分 ,21.91㎡ / 約6.63坪,nan,1K,洋 6　K 2,nan,nan,nan,nan,無,nan,　,nan,nan,無,1ヶ月,nan,無,nan,無,1000円,200円,有 全保連株式会社【保証料：月額総賃料の１００％】※契約者や条件によっては、内容が変更になる場合があります。,nan,有、15000円、2年、借家人賠償付火災保険（例）※契約者や条件によっては、内容が変更になる場合があります。,11000円 ,消毒代：1万1000円エアコンクリーニング代：1万1000円,nan,くらしーど２４：880円 / 月,nan,2年,nan,巡回,nan,ＲＣ,nan,nan,地上3階建,2階部分,1979[S54]年12月,空家,即時　,都市ガス　 エアコン　 追焚機能　 トイレ　 バス・トイレ別　 シャワー　 収納スペース　 ガスコンロ設置可　 洗面所　 洗面台　 フローリング　 バルコニー　,nan,瞬間湯沸し器有り浴槽取替（追い焚き機能、シャワー付き）ました。,専任媒介,nan,"
",博多
3.3,99287276,2022年12月05日,2022年12月19日,福岡市博多区諸岡３丁目34-9  mapを見る,M’sコート（エムズコート）  103,西鉄天神大牟田線井尻駅 徒歩11分 駅までmap 鹿児島本線笹原駅 徒歩12分 駅までmap 鹿児島本線竹下駅 徒歩23分 駅までmap ,壁芯26.09㎡ / 約7.89坪,nan,1K,洋8, 南東,nan,nan,nan,無,nan,　,nan,nan,無,無,実費,無,nan,2000円,無,無,有 オリコフォレントインシュア（否決の場合はジェイリース、日本セーフティーなど）※契約者や条件によっては、内容が変更になる場合があります。,"初回保証委託料:15,000円、継続保証委託料:10,000円/1年、保証振替手数料:605円",有、月払いの保険になります（例）※契約者や条件によっては、内容が変更になる場合があります。,旧賃料11000円 ,鍵交換代：1万6500円室内消毒代：1万4300円,nan,住宅保険料：1000円 / 月安心サポート：880円 / 月町費：200円 / 月,nan,2年,nan,nan,nan,鉄骨造,nan,nan,地上3階建,1階部分,1998[H10]年7月,空家,即時　,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 収納スペース　 ガスコンロ設置可　 洗濯機置場　 室内洗濯機置場　 フローリング　 バルコニー　 ２口コンロ　 全居室フローリング　 シューズボックス　,ペット不可　 角部屋　,※短期解約違約金：1年未満の解約は家賃2ヶ月分、2年未満は1ヶ月分※精算方法：故意過失による汚損破損は実費,一般媒介,nan,"
",博多
6.9,97590262,2022年12月06日,2022年12月20日,福岡市博多区比恵町５－３３  mapを見る,博多御笠川レジデンス  802,福岡市空港線東比恵駅 徒歩2分 駅までmap 鹿児島本線博多駅 徒歩13分 駅までmap 福岡市空港線博多駅 徒歩13分 駅までmap ,32.1㎡ / 約9.71坪,nan,1LDK,洋3.2／ＬＤＫ9.2, 西,nan,nan,nan,空無,nan,　,nan,nan,無,1ヶ月 / 6.9万円,nan,無,nan,無,5000円,無,nan,nan,有、20000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上10階建,8階部分,2005[H17]年3月,空家,相談　2022年10月11日,プロパンガス　 電気　 上水道　 下水道　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 ＢＳ端子　 ＣＳ　 ガスコンロ設置可　 シャンプードレッサー　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 駐輪場　 独立洗面脱衣所　,nan,東比恵駅　徒歩2分の１ＬＤＫ！目の前には公園、裏手には川が流れる立地にあります！24時間スーパー、コンビニも徒歩圏内にございます！駐車場の空きについては要確認,専任媒介,nan,"
",博多
8.5,99307785,2022年12月05日,2022年12月19日,福岡市博多区那珂４丁目26-34  mapを見る,HIBISCUS T・H  305,鹿児島本線竹下駅 徒歩19分 駅までmap 鹿児島本線笹原駅 徒歩20分 駅までmap 西鉄天神大牟田線井尻駅 徒歩21分 駅までmap ,67.92㎡ / 約20.55坪,nan,3LDK,ＬＤＫ13／和6／洋6／洋5.5,無 南西,nan,nan,nan,空有　9000円,nan,　,nan,nan,無,2ヶ月,nan,無,nan,無,5000円,無,有 確認ください（全保連：月額合計100％ジェイリース：月額合計80％日本セーフティ：月額合計80％～100％）※契約者や条件によっては、内容が変更になる場合があります。,nan,有、20000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,限り全額：1万6500円,nan,町費：500円 / 月シード24：840円 / 月口座振替手数料：400円 / 月共益費：5000円 / 月,nan,2年,nan,巡回,nan,ＲＣ,nan,nan,地上8階建,3階部分,1999[H11]年12月,空家,即時　,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 温水洗浄便座　 収納スペース　 システムキッチン　 ガスコンロ設置可　 洗面所　 洗面台　 洗濯機置場　 室内洗濯機置場　 フローリング　 エレベーター　 オートロック　 宅配ボックス　 駐輪場　 防犯カメラ　 火災報知機　 浴室に窓　 和室有　 シューズボックス　 ３口コンロ以上　 敷地内ゴミ置き場　,二人入居可　 日当り良好　 外観タイル張り　 子供可　,退去時クリーニング：55000円(税別,代理,nan,"
",博多
5.2,99258397,2022年12月05日,2022年12月19日,福岡市博多区築港本町5-15  mapを見る,ピュアドームベイサイド博多  602,福岡市空港線天神駅 徒歩15分 駅までmap 福岡市箱崎線中洲川端駅 徒歩15分 駅までmap 福岡市空港線中洲川端駅 徒歩15分 駅までmap ,壁芯24.91㎡ / 約7.54坪,nan,1K,nan, 4.95㎡,nan,福岡市立博多小学校　距離905ｍ,福岡市立博多中学校　距離389ｍ,空有,機械,　,nan,nan,無,無,実費,無,nan,無,4500円,無,"有 全保連（初回保証料50％(継続保証料10,000円/年)）※契約者や条件によっては、内容が変更になる場合があります。",nan,有、15000円、2年、賃貸住宅居住者総合保険（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＳＲＣ,nan,nan,地上12階建,6階部分,2005[H17]年11月,空家,相談　,都市ガス　 給湯　 トイレ　 バス・トイレ別　 シャワー　 収納スペース　 洗面所　 洗面台　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 ２口コンロ　 全居室フローリング　 シューズボックス　 敷地内ゴミ置き場　,ペット不可　,"初期費用火災保険 2年 15,000円～※金額につきましてはお問い合わせ下さい。入居時事務手数料有り鍵交換代 22,000円更新事務手数料 16,500円/2年間退去時クリーニング代　家賃等月額合計の1か月分+税故意過失等による汚損破損等は実費精算違約金　1年未満/家賃等月額合計の2ヶ月分　　　　1年以上2年未満/家賃等月額合計の1ヶ月分※エアコン・ウォシュレット・照明が設置されている場合はサービス設置品となります。※水町費月額2,800円は管理組合より直接請求となります。※駐車場空き有り　契約方法は入居者と管理組合で直接契約となります。　月額12,000円(機械式)、敷金2ヶ月が必要となります。",代理,nan,"
",博多
3.2,99264270,2022年12月05日,2022年12月19日,福岡市博多区美野島２丁目17-18  mapを見る,カトレアコーポ  301,東海道・山陽新幹線博多駅 徒歩15分 駅までmap 西鉄天神大牟田線高宮駅 徒歩15分 駅までmap 西鉄天神大牟田線西鉄平尾駅 徒歩16分 駅までmap ,22㎡ / 約6.66坪,nan,1K,nan,nan,nan,nan,nan,無,nan,　,nan,nan,無,無,nan,無,nan,無,3000円,無,有 確認ください（全保連　月額合計100％ジェイリース　月額合計80％日本セーフティー：月額合計80％～100）※契約者や条件によっては、内容が変更になる場合があります。,nan,有、17000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,鍵交換代：1万6500円,nan,水町費：3000円 / 月シード24：840円 / 月口座振替手数料：400円 / 月共益費：3000円 / 月,nan,1年,nan,nan,nan,鉄骨造,nan,nan,地上3階建,3階部分,1968[S43]年9月,空家,即時　,都市ガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 温水洗浄便座　 ＣＡＴＶ　 収納スペース　 ガスコンロ設置可　 洗濯機置場　 室内洗濯機置場　 フローリング　 ＴＶモニタ付きインターホン　,角部屋　,退去時クリーニング：32000円,代理,nan,"
",博多
6.5,98630903,2022年12月06日,2022年12月20日,福岡市博多区美野島３丁目６－８  周辺mapを見る,ＭＯＤＥＲＮ　ＰＡＬＡＺＺＯ　博多Ａｎｅｓｓｏ  602,鹿児島本線博多駅 徒歩23分 西鉄天神大牟田線西鉄平尾駅 徒歩22分 福岡市空港線博多駅 徒歩23分 ,25.59㎡ / 約7.74坪,nan,1DK,ＤＫ5／洋3.2, 南西,nan,nan,nan,空有　1万5400円,nan,　,nan,nan,無,無,nan,無,nan,無,5000円,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上10階建,6階部分,2018[H30]年2月,空家,相談　,プロパンガス　 電気　 上水道　 下水道　 エアコン　 給湯　 追焚機能　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 システムキッチン　 シャンプードレッサー　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 ２口コンロ　 インターネット使い放題　 独立洗面脱衣所　 防犯カメラ　,ペット相談可　 猫可　,博多駅徒歩圏内のペット可物件！周辺にはスーパーやコンビニと生活環境も充実しております！駐車場の空きについては要確認,専任媒介,nan,"
",博多
12.9,99314744,2022年12月05日,2022年12月19日,福岡市博多区竹丘町１丁目６以下未定  周辺mapを見る,レイクヒルズ桜並木  103,鹿児島本線南福岡駅 徒歩5分 西鉄天神大牟田線雑餉隈駅 徒歩8分 西鉄天神大牟田線春日原駅 徒歩17分 ,73.89㎡ / 約22.35坪,nan,3SLDK,ＬＤＫ14.2／洋6.2／洋4.5／洋4.4, 東,nan,nan,nan,空有　9900円,nan,　,nan,nan,1ヶ月 / 12.9万円,1ヶ月 / 12.9万円,nan,無,nan,無,6500円,無,nan,nan,有、22000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,その他,nan,nan,地上3階建,1階部分,2022[R4]年12月（新築）,空家,相談　,都市ガス　 電気　 上水道　 下水道　 エアコン　 追焚機能　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ウォークインクローゼット　 床下収納　 システムキッチン　 カウンターキッチン　 室内洗濯機置場　 浴室乾燥機　 フローリング　 専用庭　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 ２口コンロ　 インターネット使い放題　 独立洗面脱衣所　 防犯カメラ　 シャッター(雨戸）　,nan,駐車場の空きについては要確認,専任媒介,nan,"
",博多
5.0,98970052,2022年12月05日,2022年12月19日,福岡市博多区千代４丁目６－８  mapを見る,ＥＰ３６  405,福岡市箱崎線千代県庁口駅 徒歩2分 千代町（自治会館）バス停 徒歩2分 駅までmap 鹿児島本線吉塚駅 徒歩12分 駅までmap ,24㎡ / 約7.26坪,nan,1K,Ｋ2.5／洋8, 南東,nan,nan,nan,空有　1万6500円,nan,　,nan,nan,無,無,nan,無,nan,無,3000円,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上10階建,4階部分,1996[H8]年2月,空家,相談　,都市ガス　 電気　 上水道　 下水道　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＢＳ端子　 洗面台　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 駐輪場　 インターネット使い放題　 防犯カメラ　,nan,★★インターネット使い放題★★浴室混合水栓に変更しております！TVモニター付きインターホン完備でセキュリティバッチリです♪駐車場の空きについては要確認,専任媒介,nan,"
",博多
5.7,99278934,2022年12月05日,2022年12月19日,福岡市博多区東公園4-9  mapを見る,David Link東公園  301,鹿児島本線吉塚駅 徒歩4分 駅までmap 篠栗線吉塚駅 徒歩6分 駅までmap 福岡市箱崎線馬出九大病院前駅 徒歩7分 駅までmap ,壁芯25.01㎡ / 約7.57坪,nan,ワンルーム,洋, 西,nan,nan,nan,無,nan,　,nan,nan,無,無,実費,無,nan,無,1万円,無,有 オリコフォレントインシュア（賃料の初回引落時に保証料も併せて引落されます。）※契約者や条件によっては、内容が変更になる場合があります。,50%+支払手数料1%,無,旧賃料11000円 ,nan,nan,保険料：1000円 / 月くらしーど24：880円 / 月,nan,1年,nan,巡回,nan,ＲＣ,nan,nan,地上10階建,3階部分,2018[H30]年2月,空家,相談　（内装中）,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＢＳ端子　 ＣＳ　 収納スペース　 システムキッチン　 洗面所　 洗面台　 シャンプードレッサー　 洗濯機置場　 室内洗濯機置場　 浴室乾燥機　 フローリング　 照明器具付き　 ディンプルキー　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 24時間換気システム　 ２口コンロ　 インターネット使い放題　 独立洗面脱衣所　 防犯カメラ　 全居室フローリング　 インターネット対応　 光ファイバー　 ダブルロックキー　 全居室収納　 シューズボックス　 敷地内ゴミ置き場　,ペット相談可　 小型犬可　 猫可　 閑静住宅街　 分譲タイプ　 角部屋　 外観タイル張り　 保証人不要　,ペット（小型犬・猫）の飼育相談可能！！ペット（小型犬・猫）の飼育相談できます！！インターネット無料♪♪,代理,田中,"
",博多
2.3,99186067,2022年12月06日,2022年12月20日,福岡市博多区千代１丁目２２－１４  周辺mapを見る,Ｙｉｓ’１千代 ,福岡市箱崎線千代県庁口駅 徒歩5分 スポーツセンター前バス停 徒歩2分 鹿児島本線吉塚駅 徒歩11分 ,15㎡ / 約4.54坪,nan,ワンルーム,洋 4.5,nan,nan,nan,nan,nan,nan,　,nan,nan,1ヶ月,1ヶ月,nan,無,nan,無,2000円,300円,nan,nan,有、15000円、2年、火災（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,水道料：2600円 / 月,定期借家,2年,nan,巡回,nan,ＲＣ,nan,nan,地上4階建,1階部分,1986[S61]年4月,空家,即時　,都市ガス　 エアコン　 給湯　 トイレ　 バス・トイレ同　 シャワー　 ＣＡＴＶ　 フローリング　,最上階　,駅近くで、通勤・通学に大変便利です,専任媒介,nan,"
										TEL：092-801-7007
",博多
7.6,98694959,2022年12月06日,2022年12月20日,福岡市博多区中洲５丁目４－６  mapを見る,リバーフェイス博多  510,福岡市空港線中洲川端駅 徒歩2分 駅までmap 福岡市箱崎線中洲川端駅 徒歩2分 駅までmap 西鉄天神大牟田線西鉄福岡（天神）駅 徒歩8分 駅までmap ,36.36㎡ / 約11.00坪,nan,1LDK,ＬＤＫ9.8／洋3.3, 南東,nan,nan,nan,空有　2万3100円,nan,　,nan,2万1000円,無,無,nan,無,nan,無,5000円,無,nan,nan,有、20000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上14階建,5階部分,2006[H18]年3月,空家,相談　2022年10月28日,プロパンガス　 電気　 上水道　 下水道　 エアコン　 給湯　 追焚機能　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＢＳ端子　 ＣＳ　 室内洗濯機置場　 フローリング　 照明器具付き　 エレベーター　 オートロック　 宅配ボックス　 駐輪場　 ２口コンロ　 独立洗面脱衣所　 防犯カメラ　,nan,中州川端駅から徒歩2分！！白を基調としたお部屋で明るく清潔感を感じられます！敷金礼金が無しなので初期費用を抑えられたい方必見です。駐車場の空きについては要確認,専任媒介,nan,"
",博多
